date,track_id,track,race,distance_m,saddlecloth,place,margin_m,position_800m_m,wide_800m,position_400m_m,wide_400m,time,own_third_quarter_sec,own_fourth_quarter_sec,gain_loss_q2_q3_m,gain_loss_q3_finish_m
2024-07-11,H:ballarat,Ballarat,5,2200,6,6,26.7,8.9,1,8.4,2,2:45.19,29.86,31.37,0.5,-18.3
2024-07-11,H:ballarat,Ballarat,5,2200,7,3,11.2,17.2,1,12.3,3,2:43.98,29.53,29.87,4.9,1.1
2024-07-11,H:ballarat,Ballarat,5,2200,8,4,11.9,12.4,0,13.1,1,2:44.03,29.95,29.86,-0.7,1.2
2024-07-11,H:ballarat,Ballarat,6,2200,1,12,52.9,13.7,0,21.7,0,2:49.51,31.1,32.97,-8.0,-31.2
2024-07-11,H:ballarat,Ballarat,6,2200,2,7,35.5,22.7,0,20.2,1,2:48.12,30.31,31.69,2.5,-15.3
2024-07-11,H:ballarat,Ballarat,6,2200,3,9,42.9,9.5,0,12.7,0,2:48.71,30.74,32.85,-3.2,-30.2
2024-07-11,H:ballarat,Ballarat,6,2200,4,8,36.2,14.5,1,11.2,1,2:48.18,30.25,32.43,3.3,-25.0
2024-07-11,H:ballarat,Ballarat,6,2200,5,2,3.4,4.8,0,4.8,0,2:45.57,30.5,30.31,0.0,1.4
2024-07-11,H:ballarat,Ballarat,6,2200,6,1,0.0,0.0,0,0.0,0,2:45.30,30.5,30.4,0.0,0.0
2024-07-11,H:ballarat,Ballarat,6,2200,7,5,26.3,9.8,1,6.5,1,2:47.39,30.25,32.0,3.3,-19.8
2024-07-11,H:ballarat,Ballarat,6,2200,8,3,5.1,24.5,1,11.4,2,2:45.71,29.5,29.95,13.1,6.3
2024-07-11,H:ballarat,Ballarat,6,2200,9,6,34.9,20.3,1,7.1,2,2:48.08,29.5,32.64,13.2,-27.8
2024-07-11,H:ballarat,Ballarat,6,2200,10,10,47.3,40.1,0,29.7,1,2:49.06,29.71,31.91,10.4,-17.6
2024-07-11,H:ballarat,Ballarat,6,2200,11,4,12.6,29.3,1,15.6,2,2:46.30,29.46,30.22,13.7,3.0
2024-07-11,H:ballarat,Ballarat,6,2200,12,11,52.3,27.4,0,25.0,1,2:49.46,30.31,32.67,-27.3,
2024-07-11,H:ballarat,Ballarat,7,2200,1,8,131.8,28.2,0,87.4,0,2:53.85,34.83,34.9,,
2024-07-11,H:ballarat,Ballarat,7,2200,2,9,133.1,11.2,0,24.6,0,2:53.96,31.33,39.79,,
2024-07-11,H:ballarat,Ballarat,7,2200,3,6,22.4,0.0,0,0.1,0,2:45.01,30.31,32.7,-0.1,-22.3
2024-07-11,H:ballarat,Ballarat,7,2200,4,2,14.6,4.0,1,0.0,1,2:44.38,30.0,32.08,4.0,-14.6
2024-07-11,H:ballarat,Ballarat,7,2200,5,5,18.1,4.3,0,4.2,1,2:44.66,30.3,32.04,0.1,-13.9
2024-07-11,H:ballarat,Ballarat,7,2200,6,7,93.5,32.9,0,41.9,0,2:50.76,31.01,35.27,-9.0,-51.6
2024-07-11,H:ballarat,Ballarat,7,2200,7,4,17.4,29.0,1,21.0,1,2:44.61,29.72,30.71,8.0,3.6
2024-07-11,H:ballarat,Ballarat,7,2200,8,3,16.3,19.9,1,8.6,2,2:44.52,29.45,31.57,11.3,-7.7
2024-07-11,H:ballarat,Ballarat,7,2200,9,1,0.0,14.6,1,2.8,2,2:43.20,29.41,30.69,11.8,2.8
2024-07-11,H:ballarat,Ballarat,8,2200,1,3,9.8,6.7,1,3.1,2,2:45.34,28.64,29.42,3.6,-6.7
2024-07-11,H:ballarat,Ballarat,8,2200,2,6,16.3,4.7,0,5.0,0,2:45.84,28.92,29.78,-0.3,-11.3
2024-07-11,H:ballarat,Ballarat,8,2200,4,2,8.5,0.0,0,0.0,0,2:45.24,28.9,29.54,0.0,-8.5
2024-07-11,H:ballarat,Ballarat,8,2200,5,5,16.2,17.0,1,12.5,2,2:45.83,28.58,29.23,4.5,-3.7
2024-07-11,H:ballarat,Ballarat,8,2200,6,4,15.9,2.5,1,2.4,1,2:45.81,28.89,29.94,0.1,-13.5
2024-07-11,H:ballarat,Ballarat,8,2200,7,8,20.0,22.0,1,16.3,1,2:46.12,28.49,29.25,5.7,-3.7
2024-07-11,H:ballarat,Ballarat,8,2200,8,1,0.0,11.1,1,7.5,2,2:44.60,28.64,28.36,3.6,7.5
2024-07-11,H:ballarat,Ballarat,8,2200,9,7,17.9,10.0,0,10.6,0,2:45.96,28.94,29.5,-0.6,-7.3
2024-07-11,H:ballarat,Ballarat,9,2200,1,10,62.1,14.1,0,14.9,0,2:56.40,30.94,33.18,-0.8,-47.2
2024-07-11,H:ballarat,Ballarat,9,2200,2,9,45.1,0.0,0,0.0,0,2:55.09,30.9,32.99,0.0,-45.1
2024-07-11,H:ballarat,Ballarat,9,2200,3,7,32.0,5.2,0,4.3,0,2:54.07,30.82,31.65,0.9,-27.7
2024-07-11,H:ballarat,Ballarat,9,2200,4,8,37.3,5.5,1,2.8,1,2:54.48,30.69,32.17,2.7,-34.5
2024-07-11,H:ballarat,Ballarat,9,2200,5,3,16.6,9.4,0,8.7,1,2:52.88,30.83,30.13,0.7,-7.9
2024-07-11,H:ballarat,Ballarat,9,2200,6,4,25.7,30.5,1,15.9,3,2:53.59,29.75,30.3,14.6,-9.8
2024-07-11,H:ballarat,Ballarat,9,2200,7,6,27.5,26.3,1,12.5,2,2:53.73,29.82,30.69,13.8,-15.0
2024-07-11,H:ballarat,Ballarat,9,2200,8,2,1.3,15.9,1,8.3,2,2:51.70,30.3,28.98,7.6,7.0
2024-07-11,H:ballarat,Ballarat,9,2200,9,1,0.0,10.7,1,2.9,2,2:51.60,30.3,29.28,7.8,2.9
2024-07-11,H:ballarat,Ballarat,9,2200,11,5,26.6,21.1,1,14.0,1,2:53.66,30.33,30.51,7.1,-12.6
2024-07-11,H:ballarat,Ballarat,10,2200,1,3,4.9,4.9,0,3.3,1,2:46.30,29.79,31.55,1.6,-1.6
2024-07-11,H:ballarat,Ballarat,10,2200,2,1,0.0,12.4,2,7.5,1,2:45.90,29.55,30.83,4.9,7.5
2024-07-11,H:ballarat,Ballarat,10,2200,3,6,16.4,16.7,2,11.3,2,2:47.25,29.52,31.89,5.4,-5.1
2024-07-11,H:ballarat,Ballarat,10,2200,4,5,9.5,9.2,0,5.8,0,2:46.68,29.66,31.74,3.4,-3.7
2024-07-11,H:ballarat,Ballarat,10,2200,5,2,0.4,20.7,1,12.2,1,2:45.93,29.29,30.5,8.5,11.8
2024-07-11,H:ballarat,Ballarat,10,2200,6,8,91.8,9.4,1,60.5,1,2:53.43,33.81,34.32,,
2024-07-11,H:ballarat,Ballarat,10,2200,7,4,7.4,0.0,0,0.0,0,2:46.51,29.9,32.01,0.0,-7.4
2024-07-11,H:ballarat,Ballarat,10,2200,8,7,24.3,14.0,0,14.7,0,2:47.89,29.98,32.27,-0.7,-9.6
2024-07-12,H:melton,Melton,1,1720,1,4,5.3,4.7,0,3.8,0,2:02.67,28.44,28.3,0.9,-1.5
2024-07-12,H:melton,Melton,1,1720,2,7,14.4,13.6,0,12.4,0,2:03.36,28.41,28.39,1.2,-2.0
2024-07-12,H:melton,Melton,1,1720,3,9,18.5,14.8,1,9.9,2,2:03.66,28.15,28.87,4.9,-8.6
2024-07-12,H:melton,Melton,1,1720,4,2,3.0,0.0,0,0.0,0,2:02.50,28.5,28.4,0.0,-3.0
2024-07-12,H:melton,Melton,1,1720,5,5,5.6,10.3,1,5.6,2,2:02.70,28.17,28.21,4.7,0.0
2024-07-12,H:melton,Melton,1,1720,6,8,16.3,4.9,1,3.4,1,2:03.50,28.39,29.16,1.5,-12.9
2024-07-12,H:melton,Melton,1,1720,7,10,23.5,27.8,1,20.4,1,2:04.03,27.97,28.49,7.4,-3.1
2024-07-12,H:melton,Melton,1,1720,8,1,0.0,9.3,0,8.5,0,2:02.28,28.44,27.58,0.8,8.5
2024-07-12,H:melton,Melton,1,1720,9,3,5.2,18.7,1,12.7,1,2:02.67,28.07,27.67,6.0,7.5
2024-07-12,H:melton,Melton,1,1720,10,6,9.8,23.5,1,16.1,2,2:03.01,27.97,27.78,7.4,6.3
2024-07-12,H:melton,Melton,2,1720,1,5,8.9,13.1,0,12.6,0,2:06.70,30.16,29.17,0.5,3.7
2024-07-12,H:melton,Melton,2,1720,2,9,60.0,49.2,0,41.3,0,2:10.51,29.63,30.85,7.9,-18.7
2024-07-12,H:melton,Melton,2,1720,3,2,0.1,4.1,0,3.7,0,2:06.04,30.18,29.16,0.4,3.6
2024-07-12,H:melton,Melton,2,1720,4,1,0.0,0.0,0,0.0,0,2:06.04,30.2,29.44,0.0,0.0
2024-07-12,H:melton,Melton,2,1720,5,3,0.1,13.1,1,4.8,1,2:06.05,29.59,29.09,8.3,4.7
2024-07-12,H:melton,Melton,2,1720,6,7,26.7,24.3,1,14.8,1,2:08.03,29.5,30.33,9.5,-11.9
2024-07-12,H:melton,Melton,2,1720,7,4,4.8,18.5,1,9.4,1,2:06.40,29.53,29.1,9.1,4.6
2024-07-12,H:melton,Melton,2,1720,8,10,71.7,54.2,0,46.3,0,2:11.38,29.63,31.35,7.9,-25.4
2024-07-12,H:melton,Melton,2,1720,9,6,25.6,8.5,0,7.4,0,2:07.95,30.12,30.8,1.1,-18.2
2024-07-12,H:melton,Melton,2,1720,10,8,50.6,44.3,0,36.5,0,2:09.81,29.63,30.51,7.8,-14.1
2024-07-12,H:melton,Melton,3,1720,1,4,17.7,4.7,0,4.3,0,2:05.08,28.57,28.18,0.4,-13.4
2024-07-12,H:melton,Melton,3,1720,2,10,115.0,8.8,1,30.3,0,2:12.34,30.07,33.64,-21.5,-84.7
2024-07-12,H:melton,Melton,3,1720,3,2,13.8,4.2,1,2.4,1,2:04.79,28.47,28.02,1.8,-11.4
2024-07-12,H:melton,Melton,3,1720,4,1,0.0,0.0,0,0.0,0,2:03.76,28.6,27.16,0.0,0.0
2024-07-12,H:melton,Melton,3,1720,5,9,42.4,18.3,0,24.1,0,2:06.93,28.97,28.66,-5.8,-18.3
2024-07-12,H:melton,Melton,3,1720,6,6,24.1,17.3,1,20.7,1,2:05.56,28.81,27.52,-3.4,-3.4
2024-07-12,H:melton,Melton,3,1720,7,8,28.7,21.3,1,24.5,1,2:05.91,28.78,27.61,-3.2,-4.2
2024-07-12,H:melton,Melton,3,1720,8,5,17.8,8.4,0,6.7,1,2:05.09,28.47,28.02,1.7,-11.1
2024-07-12,H:melton,Melton,3,1720,9,7,24.2,13.0,1,16.4,0,2:05.56,28.81,27.82,-3.4,-7.8
2024-07-12,H:melton,Melton,3,1720,11,3,14.2,13.1,0,10.1,0,2:04.83,28.37,27.53,3.0,-4.1
2024-07-12,H:melton,Melton,4,1720,1,9,49.0,6.3,0,7.8,0,2:09.81,29.71,32.34,-1.5,-41.2
2024-07-12,H:melton,Melton,4,1720,2,7,44.3,16.7,1,20.5,1,2:09.46,29.87,31.06,-3.8,-23.8
2024-07-12,H:melton,Melton,4,1720,4,1,0.0,0.0,0,0.0,0,2:06.16,29.6,29.26,0.0,0.0
2024-07-12,H:melton,Melton,4,1720,5,8,50.9,11.2,1,15.9,1,2:09.95,29.94,31.88,-4.7,-35.0
2024-07-12,H:melton,Melton,4,1720,6,4,20.3,3.1,1,8.2,1,2:07.67,29.97,30.17,-5.1,-12.1
2024-07-12,H:melton,Melton,4,1720,7,3,18.9,21.2,0,20.9,0,2:07.56,29.57,29.13,0.3,2.0
2024-07-12,H:melton,Melton,4,1720,8,2,14.7,11.7,0,12.3,0,2:07.25,29.64,29.45,-0.6,-2.4
2024-07-12,H:melton,Melton,4,1720,9,6,38.3,21.7,1,25.9,1,2:09.01,29.9,30.21,-4.2,-12.4
2024-07-12,H:melton,Melton,4,1720,10,5,21.3,15.4,0,16.4,0,2:07.74,29.67,29.64,-1.0,-4.9
2024-07-12,H:melton,Melton,5,1720,1,4,15.8,9.0,0,8.9,0,2:04.83,29.07,27.81,0.1,-6.9
2024-07-12,H:melton,Melton,5,1720,2,2,12.4,4.6,0,4.9,0,2:04.57,29.11,27.83,-0.3,-7.5
2024-07-12,H:melton,Melton,5,1720,3,1,0.0,0.0,0,0.0,0,2:03.65,29.1,27.25,0.0,0.0
2024-07-12,H:melton,Melton,5,1720,4,8,31.4,18.0,0,22.4,0,2:05.99,29.37,28.02,-4.4,-9.0
2024-07-12,H:melton,Melton,5,1720,5,9,40.7,3.7,1,4.2,1,2:06.69,29.13,29.99,-0.5,-36.5
2024-07-12,H:melton,Melton,5,1720,6,7,23.3,13.1,0,13.4,0,2:05.39,29.09,28.05,-0.3,-9.9
2024-07-12,H:melton,Melton,5,1720,7,6,22.1,17.5,1,15.2,1,2:05.30,28.9,27.83,2.3,-6.9
2024-07-12,H:melton,Melton,5,1720,8,5,16.5,8.6,1,7.1,2,2:04.88,28.98,27.99,1.5,-9.4
2024-07-12,H:melton,Melton,5,1720,9,3,15.3,12.4,1,11.4,1,2:04.80,29.0,27.6,1.0,-3.9
2024-07-12,H:melton,Melton,6,1720,1,3,8.4,4.2,0,3.5,0,2:04.72,28.85,27.97,0.7,-4.9
2024-07-12,H:melton,Melton,6,1720,3,7,24.9,1.3,1,1.8,1,2:05.95,28.93,29.32,-0.5,-23.1
2024-07-12,H:melton,Melton,6,1720,4,1,0.0,0.0,0,0.0,0,2:04.10,28.9,27.6,0.0,0.0
2024-07-12,H:melton,Melton,6,1720,5,4,11.0,5.9,1,6.1,1,2:04.92,28.9,27.99,-0.2,-4.9
2024-07-12,H:melton,Melton,6,1720,6,2,3.0,10.1,1,7.7,2,2:04.32,28.71,27.28,2.4,4.7
2024-07-12,H:melton,Melton,6,1720,7,6,20.9,13.0,0,12.8,0,2:05.66,28.87,28.26,0.2,-8.1
2024-07-12,H:melton,Melton,6,1720,8,5,14.0,8.4,0,7.6,0,2:05.14,28.83,28.11,0.8,-6.4
2024-07-12,H:melton,Melton,7,1200,1,2,7.5,5.8,0,4.3,0,1:24.30,28.6,27.7,1.5,-3.2
2024-07-12,H:melton,Melton,7,1200,2,1,0.0,0.0,0,0.0,0,1:23.74,28.7,27.44,0.0,0.0
2024-07-12,H:melton,Melton,7,1200,3,7,26.7,12.6,0,13.9,0,1:25.73,28.8,28.46,-1.3,-12.8
2024-07-12,H:melton,Melton,7,1200,4,5,15.2,8.7,1,7.1,1,1:24.88,28.6,28.08,1.6,-8.1
2024-07-12,H:melton,Melton,7,1200,5,4,13.7,4.9,1,3.4,1,1:24.76,28.6,28.22,1.5,-10.3
2024-07-12,H:melton,Melton,7,1200,6,3,13.6,13.0,1,11.0,2,1:24.76,28.57,27.7,2.0,-2.6
2024-07-12,H:melton,Melton,7,1200,7,8,28.4,33.8,0,25.4,0,1:25.86,28.14,27.79,8.4,-3.0
2024-07-12,H:melton,Melton,7,1200,8,6,18.0,17.4,1,6.7,2,1:25.08,27.97,28.32,10.7,-11.3
2024-07-12,H:melton,Melton,8,1720,1,7,13.6,5.1,0,4.2,0,2:03.17,28.93,28.97,0.9,-9.4
2024-07-12,H:melton,Melton,8,1720,2,3,4.5,14.3,0,12.6,0,2:02.49,28.87,27.69,1.7,8.1
2024-07-12,H:melton,Melton,8,1720,3,8,174.6,99.9,0,115.1,0,2:15.17,30.0,33.07,-15.2,-59.5
2024-07-12,H:melton,Melton,8,1720,4,4,7.0,19.0,0,13.0,1,2:02.67,28.56,27.84,6.0,6.0
2024-07-12,H:melton,Melton,8,1720,5,2,0.5,16.2,1,8.0,1,2:02.20,28.4,27.73,8.2,7.5
2024-07-12,H:melton,Melton,8,1720,6,1,0.0,0.0,0,0.0,0,2:02.15,29.0,28.25,0.0,0.0
2024-07-12,H:melton,Melton,8,1720,7,5,7.4,12.0,1,3.2,1,2:02.70,28.36,28.57,8.8,-4.2
2024-07-12,H:melton,Melton,8,1720,8,6,9.2,10.1,0,8.6,0,2:02.84,28.88,28.33,1.5,-0.6
2024-07-12,H:melton,Melton,9,1720,1,3,5.1,15.0,0,8.8,0,2:11.07,30.02,29.91,6.2,3.7
2024-07-12,H:melton,Melton,9,1720,2,9,56.2,20.3,1,16.3,1,2:14.87,30.19,33.14,4.0,-39.9
2024-07-12,H:melton,Melton,9,1720,3,1,0.0,7.5,0,4.4,0,2:10.68,30.26,29.85,3.1,4.4
2024-07-12,H:melton,Melton,9,1720,4,7,23.2,0.0,0,0.0,0,2:12.42,30.5,31.92,0.0,-23.2
2024-07-12,H:melton,Melton,9,1720,5,5,13.4,4.4,1,0.8,1,2:11.69,30.22,31.13,3.6,-12.6
2024-07-12,H:melton,Melton,9,1720,6,8,28.3,10.1,1,10.6,1,2:12.79,30.53,31.49,-0.5,-17.7
2024-07-12,H:melton,Melton,9,1720,7,4,9.0,25.5,1,14.5,2,2:11.36,29.66,29.77,11.0,5.5
2024-07-12,H:melton,Melton,9,1720,8,6,18.3,19.4,0,13.7,0,2:12.05,30.06,30.52,5.7,-4.6
2024-07-12,H:melton,Melton,9,1720,9,2,4.5,26.0,2,10.9,2,2:11.02,29.35,29.7,15.1,6.4
2024-07-12,H:melton,Melton,9,1720,10,10,82.5,26.4,0,27.8,0,2:16.84,30.6,34.24,-1.4,-54.7
2024-07-12,H:melton,Melton,10,1720,1,3,5.8,0.0,0,0.0,0,2:07.30,30.3,29.8,0.0,-5.8
2024-07-12,H:melton,Melton,10,1720,2,4,8.0,4.8,0,4.1,0,2:07.47,30.24,29.67,0.7,-3.9
2024-07-12,H:melton,Melton,10,1720,3,10,145.8,15.9,1,16.9,2,2:17.74,30.36,38.99,-1.0,
2024-07-12,H:melton,Melton,10,1720,5,7,14.3,7.9,1,11.2,1,2:07.94,30.53,29.61,-3.3,-3.1
2024-07-12,H:melton,Melton,10,1720,6,6,14.0,12.1,1,15.0,1,2:07.91,30.5,29.3,-2.9,1.0
2024-07-12,H:melton,Melton,10,1720,7,9,57.1,3.5,1,6.7,1,2:11.13,30.53,33.13,-3.2,-50.4
2024-07-12,H:melton,Melton,10,1720,8,5,8.2,9.3,0,8.5,0,2:07.48,30.23,29.35,0.8,0.3
2024-07-12,H:melton,Melton,10,1720,9,1,0.0,20.8,1,8.0,2,2:06.87,29.33,28.78,12.8,8.0
2024-07-12,H:melton,Melton,10,1720,10,8,14.7,13.7,0,12.8,0,2:07.96,30.22,29.51,0.9,-1.9
2024-07-12,H:melton,Melton,10,1720,11,2,2.3,26.1,1,12.2,2,2:07.04,29.24,28.63,13.9,9.9
2024-07-12,H:mildura,Mildura,1,1790,2,5,20.5,0.0,0,0.0,0,2:11.50,28.9,31.4,0.0,-20.5
2024-07-12,H:mildura,Mildura,1,1790,3,1,0.0,4.5,0,4.7,0,2:09.90,28.92,29.46,-0.2,4.7
2024-07-12,H:mildura,Mildura,1,1790,4,2,6.7,2.2,1,0.4,1,2:10.42,28.77,30.29,1.8,-6.3
2024-07-12,H:mildura,Mildura,1,1790,5,7,23.6,20.6,0,18.5,1,2:11.74,28.77,30.29,2.1,-5.1
2024-07-12,H:mildura,Mildura,1,1790,6,4,9.2,8.9,0,8.8,0,2:10.62,28.9,29.88,0.1,-0.4
2024-07-12,H:mildura,Mildura,1,1790,7,10,49.6,13.4,0,21.4,0,2:13.77,29.5,32.11,-8.0,-28.2
2024-07-12,H:mildura,Mildura,1,1790,8,8,25.6,6.7,1,8.9,1,2:11.90,29.07,31.15,-2.2,-16.7
2024-07-12,H:mildura,Mildura,1,1790,9,3,7.4,11.7,1,13.4,0,2:10.48,29.04,29.4,-1.7,6.0
2024-07-12,H:mildura,Mildura,1,1790,10,6,21.3,20.6,1,19.0,2,2:11.56,28.8,30.08,1.6,-2.3
2024-07-12,H:mildura,Mildura,1,1790,11,9,31.2,16.2,1,14.0,2,2:12.34,28.76,31.21,2.2,-17.2
2024-07-12,H:mildura,Mildura,2,2190,1,10,64.6,13.4,0,15.4,0,2:51.06,28.96,33.84,-2.0,-49.2
2024-07-12,H:mildura,Mildura,2,2190,2,6,16.5,7.3,0,5.5,0,2:47.29,28.68,30.79,1.8,-11.0
2024-07-12,H:mildura,Mildura,2,2190,3,1,0.0,2.8,1,0.4,1,2:46.00,28.63,29.87,2.4,0.4
2024-07-12,H:mildura,Mildura,2,2190,4,3,2.2,8.4,1,4.8,1,2:46.17,28.55,29.72,3.6,2.6
2024-07-12,H:mildura,Mildura,2,2190,5,9,29.6,18.4,0,19.1,1,2:48.32,28.87,30.83,-0.7,-10.5
2024-07-12,H:mildura,Mildura,2,2190,6,2,2.2,0.0,0,0.0,0,2:46.17,28.8,30.07,0.0,-2.2
2024-07-12,H:mildura,Mildura,2,2190,7,4,3.7,16.8,1,12.5,1,2:46.29,28.51,29.28,4.3,8.8
2024-07-12,H:mildura,Mildura,2,2190,8,8,22.0,12.9,1,9.9,0,2:47.72,28.6,30.9,3.0,-12.1
2024-07-12,H:mildura,Mildura,2,2190,9,5,15.2,16.8,2,3.6,2,2:47.19,27.86,30.83,13.2,-11.6
2024-07-12,H:mildura,Mildura,2,2190,10,7,21.8,20.7,2,8.0,2,2:47.71,27.9,31.02,12.7,-13.8
2024-07-12,H:mildura,Mildura,3,2190,1,5,7.8,8.8,0,9.4,0,2:45.52,29.15,30.08,-0.6,1.6
2024-07-12,H:mildura,Mildura,3,2190,2,1,0.0,5.0,1,3.4,2,2:44.90,28.99,29.94,1.6,3.4
2024-07-12,H:mildura,Mildura,3,2190,3,3,6.7,5.0,0,5.0,0,2:45.43,29.1,30.33,0.0,-1.7
2024-07-12,H:mildura,Mildura,3,2190,4,2,0.5,0.8,0,0.0,0,2:44.94,29.04,30.24,0.8,-0.5
2024-07-12,H:mildura,Mildura,3,2190,5,9,14.0,0.0,1,1.8,1,2:46.01,29.22,31.12,-1.8,-12.2
2024-07-12,H:mildura,Mildura,3,2190,6,6,10.8,17.0,1,13.2,2,2:45.75,28.82,30.02,3.8,2.4
2024-07-12,H:mildura,Mildura,3,2190,7,7,11.6,13.2,0,13.6,0,2:45.82,29.13,30.05,-0.4,2.0
2024-07-12,H:mildura,Mildura,3,2190,8,10,53.5,9.0,1,13.4,1,2:49.13,29.37,33.21,-4.4,-40.1
2024-07-12,H:mildura,Mildura,3,2190,9,4,6.8,12.8,1,7.6,2,2:45.44,28.72,30.14,5.2,0.8
2024-07-12,H:mildura,Mildura,3,2190,10,8,12.0,17.0,0,17.6,1,2:45.85,29.15,29.78,-0.6,5.6
2024-07-12,H:mildura,Mildura,4,1790,1,1,0.0,9.0,0,9.4,1,2:15.50,30.53,29.49,-0.4,9.4
2024-07-12,H:mildura,Mildura,4,1790,2,10,29.2,14.3,0,17.0,0,2:17.81,30.7,31.23,-2.7,-12.2
2024-07-12,H:mildura,Mildura,4,1790,3,9,18.2,5.0,0,5.3,0,2:16.94,30.52,31.24,-0.3,-12.9
2024-07-12,H:mildura,Mildura,4,1790,4,3,4.8,2.1,1,1.5,1,2:15.88,30.45,30.47,0.6,-3.3
2024-07-12,H:mildura,Mildura,4,1790,5,5,6.7,0.0,0,0.0,0,2:16.03,30.5,30.73,0.0,-6.7
2024-07-12,H:mildura,Mildura,4,1790,6,8,17.3,20.6,1,18.4,2,2:16.87,30.32,30.18,2.2,1.1
2024-07-12,H:mildura,Mildura,4,1790,7,7,13.8,18.5,0,21.1,1,2:16.59,30.69,29.7,-2.6,7.3
2024-07-12,H:mildura,Mildura,4,1790,8,4,6.2,7.1,1,5.6,2,2:15.99,30.38,30.27,1.5,-0.6
2024-07-12,H:mildura,Mildura,4,1790,9,2,0.5,11.6,1,10.4,2,2:15.54,30.4,29.46,1.2,9.9
2024-07-12,H:mildura,Mildura,4,1790,11,6,7.1,16.1,1,14.2,1,2:16.06,30.35,29.69,1.9,7.1
2024-07-12,H:mildura,Mildura,5,2190,2,3,2.1,4.4,0,4.5,0,2:47.86,29.4,28.04,-0.1,2.4
2024-07-12,H:mildura,Mildura,5,2190,3,2,0.4,0.0,0,0.0,0,2:47.73,29.4,28.23,0.0,-0.4
2024-07-12,H:mildura,Mildura,5,2190,4,6,7.6,7.7,1,7.7,1,2:48.26,29.39,28.21,0.0,0.1
2024-07-12,H:mildura,Mildura,5,2190,5,1,0.0,3.3,1,3.3,1,2:47.70,29.39,27.97,0.0,3.3
2024-07-12,H:mildura,Mildura,5,2190,6,7,10.4,14.0,0,13.1,0,2:48.47,29.32,28.03,0.9,2.7
2024-07-12,H:mildura,Mildura,5,2190,7,5,4.9,8.5,0,8.4,0,2:48.06,29.38,27.96,0.1,3.5
2024-07-12,H:mildura,Mildura,5,2190,8,4,4.6,12.1,1,10.4,2,2:48.04,29.26,27.8,1.7,5.8
2024-07-12,H:mildura,Mildura,6,1790,1,9,73.3,42.1,0,48.3,0,2:18.41,30.06,31.85,-6.2,-25.0
2024-07-12,H:mildura,Mildura,6,1790,2,8,56.6,12.8,0,16.8,0,2:17.11,29.9,32.87,-4.0,-39.8
2024-07-12,H:mildura,Mildura,6,1790,3,3,18.4,8.7,0,9.8,0,2:14.13,29.68,30.41,-1.1,-8.6
2024-07-12,H:mildura,Mildura,6,1790,4,4,23.7,4.4,0,4.9,0,2:14.54,29.64,31.18,-0.5,-18.8
2024-07-12,H:mildura,Mildura,6,1790,5,5,27.7,11.4,1,15.1,1,2:14.86,29.87,30.74,-3.7,-12.6
2024-07-12,H:mildura,Mildura,6,1790,6,1,0.0,0.0,0,0.0,0,2:12.70,29.6,29.7,0.0,0.0
2024-07-12,H:mildura,Mildura,6,1790,7,2,15.0,7.6,2,3.2,1,2:13.87,29.27,30.64,4.4,-11.8
2024-07-12,H:mildura,Mildura,6,1790,8,7,37.3,15.8,1,15.0,2,2:15.60,29.54,31.5,0.8,-22.3
2024-07-12,H:mildura,Mildura,6,1790,10,6,34.1,21.2,1,17.6,3,2:15.35,29.34,31.06,3.6,-16.5
2024-07-12,H:mildura,Mildura,6,1790,11,10,87.0,6.5,1,11.2,2,2:19.47,29.94,35.65,-4.7,-75.8
2024-07-12,H:mildura,Mildura,7,2190,1,3,0.4,4.4,0,4.6,0,2:46.23,29.52,29.79,-0.2,4.2
2024-07-12,H:mildura,Mildura,7,2190,2,4,2.6,0.0,0,0.0,0,2:46.40,29.5,30.3,0.0,-2.6
2024-07-12,H:mildura,Mildura,7,2190,3,7,23.4,8.2,1,9.6,1,2:48.04,29.61,31.23,-1.4,-13.8
2024-07-12,H:mildura,Mildura,7,2190,4,1,0.0,2.2,1,2.1,1,2:46.20,29.49,29.95,0.1,2.1
2024-07-12,H:mildura,Mildura,7,2190,5,5,12.0,12.6,1,13.9,1,2:47.15,29.61,30.01,-1.3,1.9
2024-07-12,H:mildura,Mildura,7,2190,7,2,0.2,8.7,0,9.2,0,2:46.22,29.54,29.44,-0.5,9.0
2024-07-12,H:mildura,Mildura,7,2190,8,9,31.3,2.2,2,16.0,2,2:48.67,30.52,31.38,-13.8,-15.3
2024-07-12,H:mildura,Mildura,7,2190,9,6,19.0,19.1,1,18.8,1,2:47.70,29.49,30.21,0.3,-0.2
2024-07-12,H:mildura,Mildura,7,2190,10,8,25.5,26.7,0,24.8,0,2:48.21,29.38,30.27,1.9,-0.7
2024-07-12,H:mildura,Mildura,8,2190,1,2,0.1,4.4,0,1.0,1,2:44.61,28.85,28.44,3.4,0.9
2024-07-12,H:mildura,Mildura,8,2190,3,8,100.5,9.4,0,27.4,0,2:52.12,30.38,34.06,-18.0,-73.1
2024-07-12,H:mildura,Mildura,8,2190,4,4,27.8,8.6,1,14.0,0,2:46.68,29.48,29.58,-5.4,-13.8
2024-07-12,H:mildura,Mildura,8,2190,6,1,0.0,0.0,0,0.0,0,2:44.60,29.1,28.5,0.0,0.0
2024-07-12,H:mildura,Mildura,8,2190,7,7,82.5,17.4,1,48.6,0,2:50.78,31.32,31.2,,
