date,greyhound,weight_kg
2026-09-24,HUGO ROSE,33.5
2026-09-24,HUSKY SARA LEE,30.5
2026-09-24,I'M EASY,33.9
2026-09-24,IAN ALBERT,32.9
2026-09-24,IDYLLIC MEYER,24.8
2026-09-24,IMPACTING,32.4
2026-09-24,IN A BIT,29.5
2026-09-24,IN ACTION,30.2
2026-09-24,INDIAN PRINCE,33.6
2026-09-24,INDIAN STAR,33.0
2026-09-24,INDIANA ICON,25.0
2026-09-24,INDY MELMEN,37.9
2026-09-24,INDY'S CHARM,30.5
2026-09-24,IT'S BUBBLE TIME,30.1
2026-09-24,JADED SMILE,27.9
2026-09-24,JUMBUK SACHIN,31.9
2026-09-24,JUNEAU SANGRIA,30.3
2026-09-24,JUST QUICKLY,28.3
2026-09-24,KANSAS RAIDER,33.8
2026-09-24,KAREN'S WITCH,25.6
2026-09-24,KATIE BELL,29.9
2026-09-24,KEN KANEKI,31.8
2026-09-24,KEY PHILOSOPHY,33.9
2026-09-24,KIOWA ICON,28.8
2026-09-24,KISS FOR CASH,29.1
2026-09-24,KIWI EVOCA,39.2
2026-09-24,KOPACKI RIT,31.1
2026-09-24,KRAKEN MILLY,28.0
2026-09-24,KRAKEN SCOOBY,34.2
2026-09-24,KRAKEN ZACK,26.4
2026-09-24,LADY JULIA,28.7
2026-09-24,LADY PERSIMMON,29.0
2026-09-24,LAKEVIEW CHASER,31.1
2026-09-24,LAKEVIEW MITCH,37.3
2026-09-24,LAKEVIEW SNEAKY,35.7
2026-09-24,LAKEVIEW TRACKER,33.5
2026-09-24,LAURA MAY,28.7
2026-09-24,LEKTRA BETA,30.5
2026-09-24,LEKTRA HARMONY,29.2
2026-09-24,LEKTRA ISA,28.3
2026-09-24,LEKTRA JIMMY,33.7
2026-09-24,LEKTRA SKIP,26.7
2026-09-24,LET'S CAUSE KAOS,29.7
2026-09-24,LIKE A BLAZE,30.0
2026-09-24,LINDENOW BUSTER,34.0
2026-09-24,LITTLE AMIGO,33.7
2026-09-24,LITTLE FLOWER,29.2
2026-09-24,LITTLE RAT,21.8
2026-09-24,LITTLE TIC,29.3
2026-09-24,LIVIN' LAVISH,31.7
2026-09-24,LOCHINVAR GIFT,28.0
2026-09-24,LOUIE CABANG,35.4
2026-09-24,LOVE BUG GIBLET,28.0
2026-09-24,LOVE NOTE,27.1
2026-09-24,LUCKY LIMO,26.3
2026-09-24,LUNA'S GIRL,33.5
2026-09-24,MADE EASY,31.9
2026-09-24,MAJOR LOSE,26.6
2026-09-24,MAJOR ORSON,34.6
2026-09-24,MAJOR SHIRAZ,32.6
2026-09-24,MAJOR WAIT,27.4
2026-09-24,MANIFESTO,28.0
2026-09-24,MARBLE SUNSET,28.5
2026-09-24,MARKET JET,37.1
2026-09-24,MASK OF ZORRO,31.5
2026-09-24,MAXI GRIN,32.6
2026-09-24,MAXIMUM SILVER,28.0
2026-09-24,MAXIMUM SUNNY,28.9
2026-09-24,MEANINGFUL,26.1
2026-09-24,MELT MAX,29.6
2026-09-24,MELVIN BALE,31.6
2026-09-24,MEPUNGA BROCKIE,34.3
2026-09-24,MEPUNGA DONNA,29.0
2026-09-24,MEPUNGA GYPSY,25.6
2026-09-24,MEPUNGA SUMMIT,31.5
2026-09-24,MEPUNGA VELVET,27.6
2026-09-24,MIA INTENTION,27.5
2026-09-24,MICK SWAGGER,28.5
2026-09-24,MIDNIGHT PHANTOM,33.7
2026-09-24,MIDNIGHT THUNDER,32.1
2026-09-24,MISCHIEF MATE,35.1
2026-09-24,MISS BARBIE,25.9
2026-09-24,MISS BEC,30.8
2026-09-24,MISS WONG,29.3
2026-09-24,MISTER MANFREDI,37.0
2026-09-24,MISTER RICO,33.5
2026-09-24,MISTRESS GRACE,27.4
2026-09-24,MOE PATTY,24.2
2026-09-24,MOLLY MCKAYLA,27.3
2026-09-24,MOMBASA'S BEST,31.6
2026-09-24,MOONLIGHT MILLER,32.0
2026-09-24,MORAINE BELLA,27.1
2026-09-24,MORAINE LEAH,28.6
2026-09-24,MORNING,33.5
2026-09-24,MORNING DAWN,28.5
2026-09-24,MOTIVATE,33.2
2026-09-24,MY AMBER,25.9
2026-09-24,MY NAME'S EDEN,32.2
2026-09-24,MYOLA THUNDER,32.0
2026-09-24,MYSTERY NELL,27.0
2026-09-24,MYSTIC CONTESSA,24.7
2026-09-24,MYSTIC LULU,24.5
2026-09-24,NANCY DEVERE,28.6
2026-09-24,NARINGAL LAD,33.6
2026-09-24,NAUGHTY NORM,31.8
2026-09-24,NEO DEVERE,32.0
2026-09-24,NESHIA,27.1
2026-09-24,NICMAC ACE,32.7
2026-09-24,NIGHTMARE SWIFTY,30.7
2026-09-24,NIK INTENTION,27.6
2026-09-24,NO CHARGE,26.1
2026-09-24,NOTORIOUS BLAZE,32.8
2026-09-24,OFF THE BEER,33.8
2026-09-24,OLLIE REIKO,34.5
2026-09-24,OLYMPIA ONYX,27.6
2026-09-24,OMEGA JOSIAH,34.8
2026-09-24,ON THE RIVER,34.4
2026-09-24,ONE VISION,31.3
2026-09-24,OPAWA EMILY,27.5
2026-09-24,OPAWA FANNIN,32.0
2026-09-24,OPAWA HASS,32.4
2026-09-24,OPAWA POSTMAN,31.7
2026-09-24,OSCAR MIKE,31.8
2026-09-24,OTTO ROSE,34.0
2026-09-24,OUR BOY BILLY,31.2
2026-09-24,OUR MATE BEAR,26.1
2026-09-24,OUR RUPEE,31.0
2026-09-24,OUTSIDES,31.8
2026-09-24,OVERLAND BOY,34.4
2026-09-24,OZA DOECHII,24.8
2026-09-24,OZA KING,27.7
2026-09-24,OZA ONE,29.4
2026-09-24,PADDY'S CHARIOT,33.0
2026-09-24,PADDY'S WAY,31.3
2026-09-24,PANTHER'S WAY,30.4
2026-09-24,PAR EXCELLENCE,33.7
2026-09-24,PARIS MASH,27.3
2026-09-24,PASS THE PEPPA,29.3
2026-09-24,PAW AMALFI,28.0
2026-09-24,PAW BALLISTA,33.9
2026-09-24,PAW BRUTUS,32.5
2026-09-24,PAW CARVER,34.8
2026-09-24,PAW DIPPY,29.0
2026-09-24,PAW FARINA,37.2
2026-09-24,PAW FORTRESS,40.2
2026-09-24,PAW GORDY,34.8
2026-09-24,PAW GREGSON,35.6
2026-09-24,PAW HARKONNEN,30.9
2026-09-24,PAW HAZELTON,31.6
2026-09-24,PAW HELION,33.8
2026-09-24,PAW IRULAN,26.8
2026-09-24,PAW JAMILA,26.6
2026-09-24,PAW JESSABELLE,26.0
2026-09-24,PAW JUDD,36.9
2026-09-24,PAW KACEY,27.7
2026-09-24,PAW KATTIA,27.7
2026-09-24,PAW KENTA,29.1
2026-09-24,PAW KIPLIN,32.4
2026-09-24,PAW LOVISA,25.8
2026-09-24,PAW MADDISON,24.5
2026-09-24,PAW MANNY,30.3
2026-09-24,PAW MURBELLA,28.1
2026-09-24,PAW NITRO,30.2
2026-09-24,PAW OLIVE,27.6
2026-09-24,PAW ORENTHAL,33.7
2026-09-24,PAW QATAR,31.8
2026-09-24,PAW QWERTY,27.3
2026-09-24,PAW RAELIA,27.2
2026-09-24,PAW TIFFY,27.2
2026-09-24,PAW TREACLE,26.5
2026-09-24,PAW VARNA,31.0
2026-09-24,PAW VINE,27.6
2026-09-24,PAW VITALI,28.5
2026-09-24,PAW VORTEX,31.2
2026-09-24,PAW XEROX,31.1
2026-09-24,PAW XHANI,26.3
2026-09-24,PAW YARIS,26.5
2026-09-24,PAW YAZ,26.8
2026-09-24,PAW ZEVON,32.5
2026-09-24,PAW ZOHAN,30.2
2026-09-24,PAY THE REG,24.2
2026-09-24,PAY UP SALLY,29.4
2026-09-24,PEPPER PIE,30.0
2026-09-24,PERFECT GLOSS,27.0
2026-09-24,PERFECT JENNY,27.8
2026-09-24,PERFECT PICTURE,27.8
2026-09-24,PINE BLUFF,26.2
2026-09-24,PLEASANT DREAMS,33.8
2026-09-24,POINT BREAK,33.7
2026-09-24,POP POP BANG,26.5
2026-09-24,PORTLAND CHICA,30.1
2026-09-24,POWER PLAY,32.5
2026-09-24,PRICKLE,28.5
2026-09-24,PRINCESS LASS,27.9
2026-09-24,PROVISIONAL,33.0
2026-09-24,PUMPING MAGIC,35.1
2026-09-24,QUANTEZ,31.5
2026-09-24,QUICK CUDDLE,31.0
2026-09-24,QUINLEE BALE,28.1
2026-09-24,RAGING FURY,34.6
2026-09-24,RAPID BURST,33.1
2026-09-24,RAPID HEART,34.0
2026-09-24,RAPID SHADOW,26.1
2026-09-24,RATTLE AND HUM,37.1
2026-09-24,RAVEN FORCE,28.6
2026-09-24,READY ONE,32.7
2026-09-24,REALITY EINSTEIN,33.7
2026-09-24,RECHARGE,27.7
2026-09-24,RED,31.9
2026-09-24,RED CABANG,36.2
2026-09-24,RED HOT PRETTY,26.4
2026-09-24,RED TURTLE,37.9
2026-09-24,REG,35.3
2026-09-24,REGGAE MISS,27.8
2026-09-24,RELIABLE MOTOR,30.2
2026-09-24,REMEMBER JAY JAY,35.4
2026-09-24,REUBEN HILL,38.0
2026-09-24,REV GORDON,38.9
2026-09-24,REV KEN,33.7
2026-09-24,RHYTHMIC ENERGY,32.5
2026-09-24,RING A BLUEY,25.9
2026-09-24,RIPPER RUFUS,32.1
2026-09-24,RIPPING IT UP,29.9
2026-09-24,RITA PAIGE,27.0
2026-09-24,ROCK ETERNAL,33.1
2026-09-24,ROCKY CABANG,36.1
2026-09-24,ROCKY SUPERSTAR,32.0
2026-09-24,ROVANIEMI,34.3
2026-09-24,RUNWAY BLUE,28.3
2026-09-24,SAINT BERNARDO,33.4
2026-09-24,SAINT FINNIE,26.6
2026-09-24,SAINT TAY,28.6
2026-09-24,SCOTT ALIFEROUS,26.6
2026-09-24,SERRATED EDGE,32.6
2026-09-24,SEVEN SAMURAI,33.8
2026-09-24,SHAGGY BEAR,36.1
2026-09-24,SHALLOW SALLY,29.5
2026-09-24,SHE'S PRIMED,27.5
2026-09-24,SHE'S SALTY,29.0
2026-09-24,SHY CABANG,32.0
2026-09-24,SILVER SEQUINS,28.2
2026-09-24,SIMPKIN,35.8
2026-09-24,SMALL MERCIES,23.8
2026-09-24,SMALL PONY,29.9
2026-09-24,SMASH 'EM,34.5
2026-09-24,SO GLAMOROUS,26.2
2026-09-24,SOCIALISM,26.1
2026-09-24,SON OF WITCHY,32.1
2026-09-24,SPACE KING,34.3
2026-09-24,SPEEDIE SADIE,27.4
2026-09-24,SPICE ROAD,38.2
2026-09-24,SPICY SEDUCTION,28.6
2026-09-24,SPIDER INTENTION,35.4
2026-09-24,SPIRALLING,34.1
2026-09-24,SPOT THE ANGEL,26.2
2026-09-24,SPRING ESPRESSO,29.3
2026-09-24,SPRING VICTORIA,29.4
2026-09-24,STARBORN,35.8
2026-09-24,STARTING OUT,33.3
2026-09-24,STEAL THE STAGE,33.5
2026-09-24,STILL THE SAME,30.6
2026-09-24,STORM,28.0
2026-09-24,STRASBURG,34.6
2026-09-24,SUNNY LYN,29.4
2026-09-24,SUPER SYMON,32.3
2026-09-24,SUTA'S DELIGHT,32.0
2026-09-24,SWANKY CHIC,26.9
2026-09-24,SWAYING,27.3
2026-09-24,SWEET MILLIE,25.3
2026-09-24,TAW MAJOR,33.6
2026-09-24,TAW UNBOUND,35.4
2026-09-24,TED KLUMP,32.5
2026-09-24,TELL ME LIES,25.2
2026-09-24,THAI TIGER,33.6
2026-09-24,TIGER ROCKS,33.1
2026-09-24,TIME PERPETUATED,27.6
2026-09-24,TO PERU,27.9
2026-09-24,TOMMY CRUISER,30.4
2026-09-24,TOMMY THE HOOD,33.5
2026-09-24,TOSS IT UP,28.7
2026-09-24,TRACK THIRTEEN,36.9
2026-09-24,TRACY GIRL,26.7
2026-09-24,TRANSIT LOUNGE,26.4
2026-09-24,TRAVIS INTENTION,35.3
2026-09-24,TRENTON'S CREED,28.8
2026-09-24,TRENTON'S PRIDE,28.9
2026-09-24,TRIPPED OUT,31.4
2026-09-24,TROPIC SANDS,32.6
2026-09-24,TWILIGHT AXLE,31.1
2026-09-24,TWO TRUTHS,26.2
2026-09-24,UNITED GEORGE,31.0
2026-09-24,UNIVERSE,33.1
2026-09-24,URBAN BITES,29.7
2026-09-24,URUGUAYAN GIRL,27.4
2026-09-24,VACATION CALLING,32.3
2026-09-24,VALLETTA MOON,29.0
2026-09-24,VALLETTA PEARL,26.8
2026-09-24,VESTA BALE,28.0
2026-09-24,VIKING RULER,31.3
2026-09-24,WAH CEDAR,30.9
2026-09-24,WAH JARRAH,31.9
2026-09-24,WANBI,32.2
2026-09-24,WANGARATTA GIRL,30.4
2026-09-24,WAX OFF,33.6
2026-09-24,WEBLEC MEMPHIS,31.5
2026-09-24,WEST TWO AFFAIR,31.3
2026-09-24,WESTERN'S NASIAH,32.6
2026-09-24,WHERE'S HUNTLY,30.6
2026-09-24,WHERE'S MICK,31.2
2026-09-24,WHIPSTICK JORDAN,33.2
2026-09-24,WHISKEY WHISKERS,34.5
2026-09-24,WHISKY POINT,28.7
2026-09-24,WHITE NILE,34.8
2026-09-24,WHITE SHIRAZ,25.9
2026-09-24,WHODAT JEWEL,26.7
2026-09-24,WHODAT WHISKEY,28.1
2026-09-24,WHY NOT IRIS,29.1
2026-09-24,WHY NOT OLIVIA,28.5
2026-09-24,WHY NOT SEB,35.1
2026-09-24,WIZARD WATSON,35.7
2026-09-24,WYONG BARNABY,34.4
2026-09-24,WYONG KNOXVILLE,26.5
2026-09-24,XARA NAVY,33.8
2026-09-24,ZARI EXACT,32.8
2026-09-24,ZIPPING MARIE,27.8
2026-09-24,ZIPPING MEHARY,31.1
2026-09-24,ZIPPING SMEE,32.9
