date,greyhound,weight_kg
2026-09-22,EXAGGERATOR,34.4
2026-09-22,EXCITABLE DASH,26.7
2026-09-22,FAST KNOCKDOWN,29.8
2026-09-22,FENDI EXPRESS,32.8
2026-09-22,FERRET'S KNOCK,26.9
2026-09-22,FIESTA BELLE,25.5
2026-09-22,FIREWORKS,28.8
2026-09-22,FLEX FACTOR,31.4
2026-09-22,FLYING BOLD,25.2
2026-09-22,FLYING BOSS,24.8
2026-09-22,FOOD FIGHT,35.7
2026-09-22,FRENCH BLONDE,27.7
2026-09-22,FULL BORE BUSTER,31.6
2026-09-22,FURY'S RAGE,34.1
2026-09-22,GALAXY DANCER,25.7
2026-09-22,GARNET GLOW,28.8
2026-09-22,GEORGIE SUNSHINE,29.4
2026-09-22,GO BARBARA,26.8
2026-09-22,GO PIKACHU,35.2
2026-09-22,GO STEVIE,33.4
2026-09-22,GOLD HARADA,34.9
2026-09-22,GOLD STRIPES,32.0
2026-09-22,GORRINGE,30.5
2026-09-22,GOT A MESSAGE,30.9
2026-09-22,GOT A RUSTLER,36.7
2026-09-22,GRAB A DONUT,32.3
2026-09-22,GRAPEFRUIT TITO,36.0
2026-09-22,GUNAI GAGA,27.0
2026-09-22,GUNAI HURRICANE,32.0
2026-09-22,HADAR JAY,29.4
2026-09-22,HANDSOME RATIO,35.3
2026-09-22,HAPPY AND NUMB,37.1
2026-09-22,HARTLAND WILLOW,27.3
2026-09-22,HE'S MAGIC,29.2
2026-09-22,HELLO SYDNEY,26.4
2026-09-22,HOLDEN BALE,33.7
2026-09-22,HOOKED AND HAPPY,32.4
2026-09-22,HOUSE OF SINS,35.9
2026-09-22,HOW AWESOME,30.5
2026-09-22,I'M TO BLAME,33.1
2026-09-22,INGA AMY,27.4
2026-09-22,INGA JOHNNY,32.6
2026-09-22,INGA JOKER,30.9
2026-09-22,INGA RYDER,29.2
2026-09-22,INITIAL CONSULT,28.4
2026-09-22,IRON MACK,29.6
2026-09-22,IT'S SOYSAGES,31.8
2026-09-22,IVORY PANKE,25.1
2026-09-22,JETSTREAM ICON,32.6
2026-09-22,JOHN BOY,33.3
2026-09-22,JUNGLE FIREBALL,35.5
2026-09-22,KAELIX JEWEL,28.6
2026-09-22,KAIA GOT SQUARE,28.9
2026-09-22,KALUNA CHAOS,35.1
2026-09-22,KATE'S RIFT,26.2
2026-09-22,KEEN ON KEV,33.0
2026-09-22,KENSINGTON FLYER,27.8
2026-09-22,KIANI STAR,30.1
2026-09-22,KRAKEN RIPPER,31.5
2026-09-22,KUNAMA NAMADGI,26.4
2026-09-22,LAKEVIEW ROWDY,37.4
2026-09-22,LAMIA NONNA MIM,29.1
2026-09-22,LARA MOON,29.8
2026-09-22,LASERHAWK,33.2
2026-09-22,LAURISTON GIRL,27.3
2026-09-22,LEKTRA BILLS,32.4
2026-09-22,LEKTRA HARMONY,29.1
2026-09-22,LEKTRA HOPPER,32.6
2026-09-22,LEKTRA ROSA,27.6
2026-09-22,LEKTRA SOLO,32.9
2026-09-22,LEKTRA STING,33.0
2026-09-22,LILAH RAINBOW,27.9
2026-09-22,LILLY'S WISH,23.4
2026-09-22,LINDENOW BUFFY,27.3
2026-09-22,LITTLE MISS MAY,27.2
2026-09-22,LITTLE WEASEL,26.7
2026-09-22,LOCO BOOM,31.4
2026-09-22,LORIMER STREET,30.8
2026-09-22,LUCKY SPIN,33.3
2026-09-22,LUSH HOUR,29.2
2026-09-22,MANA'S WAY,30.9
2026-09-22,MARCO MARCO,30.8
2026-09-22,MASTER WOODS,30.9
2026-09-22,MAXIMUM PENALTY,29.6
2026-09-22,MEPUNGA SANDY,27.8
2026-09-22,MICK SWAGGER,28.5
2026-09-22,MIDWAY CENTRAL,31.0
2026-09-22,MISS COCO,28.7
2026-09-22,MISS IRENE,27.7
2026-09-22,MISS JAZZ,25.6
2026-09-22,MISS MAXIMUS,28.4
2026-09-22,MISS RODRIGO,29.4
2026-09-22,MISS SPARKLES,28.2
2026-09-22,MOMENT,28.6
2026-09-22,MONEY SCIENCE,32.8
2026-09-22,MOONLIGHT JAZZ,26.6
2026-09-22,MORAINE DAMIAN,33.0
2026-09-22,MORAINE GRACE,27.8
2026-09-22,MORAINE KOBY,34.4
2026-09-22,MORAINE QUINN,27.5
2026-09-22,MORAINE TREVOR,31.3
2026-09-22,MOYARRA KONGK,33.7
2026-09-22,MR. BLUEY LEE,32.0
2026-09-22,MR. KIA ORA,34.6
2026-09-22,MRS. TIGGYWINKLE,27.8
2026-09-22,MY MARGOT,28.7
2026-09-22,MY NAME'S EVELYN,27.7
2026-09-22,NALA'S MANTIS,25.7
2026-09-22,NANGAR MACIE,24.8
2026-09-22,NAVY DAVIES,32.8
2026-09-22,NO STOP SIGNS,34.7
2026-09-22,NORTON BALE,30.1
2026-09-22,NOSEY BLUEY,33.2
2026-09-22,NOVA OWEN,30.2
2026-09-22,NUNNIONG GOLD,25.9
2026-09-22,OKLAHOMA BALE,32.2
2026-09-22,ONE MORE DRAM,32.5
2026-09-22,ONE SUGAR,27.9
2026-09-22,OPAWA ELVIS,31.4
2026-09-22,ORANGE CRUSH,37.0
2026-09-22,OUR BANK,31.4
2026-09-22,OUR MISS MAGGIE,28.6
2026-09-22,OZA BUZZ,28.9
2026-09-22,PAW ALLESANDRA,27.1
2026-09-22,PAW ARCHIE,31.4
2026-09-22,PAW CAMPUS,26.6
2026-09-22,PAW CHEYENNE,30.6
2026-09-22,PAW DANGER,31.3
2026-09-22,PAW DROGO,31.8
2026-09-22,PAW FABLE,31.3
2026-09-22,PAW FORRESTER,30.0
2026-09-22,PAW GEORGIE,29.7
2026-09-22,PAW HADES,31.6
2026-09-22,PAW HARRIS,34.2
2026-09-22,PAW IOWA,31.5
2026-09-22,PAW IROHA,29.5
2026-09-22,PAW JANNY,24.6
2026-09-22,PAW JASTA,31.6
2026-09-22,PAW JAXSON,31.6
2026-09-22,PAW JERRY,32.3
2026-09-22,PAW KATTIA,27.4
2026-09-22,PAW LAMPADES,32.7
2026-09-22,PAW LAPRAS,27.6
2026-09-22,PAW LINDEN,32.2
2026-09-22,PAW LONDON,25.7
2026-09-22,PAW MADDISON,24.5
2026-09-22,PAW MURBELLA,28.1
2026-09-22,PAW NATULLO,31.4
2026-09-22,PAW NIALL,33.2
2026-09-22,PAW NIMBUS,35.3
2026-09-22,PAW NORBERT,36.4
2026-09-22,PAW OLENA,26.7
2026-09-22,PAW ORTIZ,30.8
2026-09-22,PAW PASCAL,36.4
2026-09-22,PAW QUADE,26.7
2026-09-22,PAW QUANDA,27.9
2026-09-22,PAW QUINTESSA,27.1
2026-09-22,PAW QUIVER,34.8
2026-09-22,PAW RAMELLO,27.3
2026-09-22,PAW REVY,32.6
2026-09-22,PAW SAUNDRA,28.6
2026-09-22,PAW UCARTY,30.6
2026-09-22,PAW UNITY,22.7
2026-09-22,PAW VADA,24.5
2026-09-22,PAW VOLTRON,30.1
2026-09-22,PAW WALDORF,32.4
2026-09-22,PAW WANDA,27.0
2026-09-22,PAW WARRINGAH,29.2
2026-09-22,PAW WONDER,30.2
2026-09-22,PAW XANDY,23.3
2026-09-22,PAW XANTHIE,26.4
2026-09-22,PAW XELA,25.5
2026-09-22,PAW XYLA,24.6
2026-09-22,PAW ZENITH,33.3
2026-09-22,PAY UP SALLY,29.4
2026-09-22,PEAKY AVENGER,27.5
2026-09-22,PENNY PINTO,25.2
2026-09-22,PERFECT TONIGHT,29.5
2026-09-22,PIECE OF ME,27.1
2026-09-22,PLAIN SAINT,34.2
2026-09-22,POETIC STAR,32.6
2026-09-22,POINT MAN,33.8
2026-09-22,POP IT UP,25.9
2026-09-22,POWER AFFECT,31.0
2026-09-22,PRAWN AND ORDER,28.0
2026-09-22,PRINCE VALHALLA,32.1
2026-09-22,PRISON BREAK,34.5
2026-09-22,PROFESSOR MAUI,31.2
2026-09-22,PYRENEES ACE,27.1
2026-09-22,PYRENEES EXPRESS,32.2
2026-09-22,QUICK SHOT,29.8
2026-09-22,RAKIN' IT IN,33.4
2026-09-22,RAPIDO NINJA,33.7
2026-09-22,RECANTED,32.7
2026-09-22,RED NOSE,31.6
2026-09-22,REIKO BLING,35.3
2026-09-22,REIKO COMET,29.8
2026-09-22,REV IAN,34.2
2026-09-22,RITA SKEETER,29.0
2026-09-22,RIVERS MEET,31.4
2026-09-22,ROAR OF THUNDER,35.2
2026-09-22,ROMANI ROAD,26.8
2026-09-22,ROTHWELL BONNIE,29.3
2026-09-22,RUBY'S SHOW,28.5
2026-09-22,RUPEE ACTION,36.0
2026-09-22,RUTH'S COMMANDER,33.5
2026-09-22,SACRUM,26.2
2026-09-22,SAFFRON MONSOON,26.6
2026-09-22,SAINT JADE,27.2
2026-09-22,SAINT MICK,31.4
2026-09-22,SAINT RAINE,27.4
2026-09-22,SCHEMING MCLEAN,32.9
2026-09-22,SCOTT VICIOUS,30.5
2026-09-22,SEATS TWO,28.4
2026-09-22,SHADOW ROAD,27.2
2026-09-22,SHAGGY BILLIE,25.5
2026-09-22,SHOOTERS PROJECT,32.8
2026-09-22,SHY CABANG,31.4
2026-09-22,SILKEN KENNEDY,29.9
2026-09-22,SIMPLY JUAN,22.1
2026-09-22,SIR STARBUCK,33.5
2026-09-22,SMALLER ACTS,40.2
2026-09-22,SMART AS ROSE,28.2
2026-09-22,SNAPPER HEAD,29.1
2026-09-22,SNITCH ADAMS,32.0
2026-09-22,SNOOPY,29.8
2026-09-22,SPECIAL PLAYERS,27.9
2026-09-22,STAR FURY,32.2
2026-09-22,STARBRIGHT HUD,28.3
2026-09-22,STARLET BALE,27.5
2026-09-22,STARLORD BALE,34.0
2026-09-22,STARSHIP ATLAS,30.7
2026-09-22,STIPULATED,21.9
2026-09-22,SUNTORY EVE,25.7
2026-09-22,SUPER MAX,36.2
2026-09-22,SUPER SAM,31.6
2026-09-22,SWEET I AM,30.9
2026-09-22,TAG ALONG,31.5
2026-09-22,TAKE A JAGUAR,33.4
2026-09-22,TAKE A RHINO,32.2
2026-09-22,TAKE A VIOLET,28.0
2026-09-22,TAT LEAH,31.7
2026-09-22,TEQUILA SPICE,23.8
2026-09-22,TESS CABANG,29.7
2026-09-22,TEXAS TOAST,27.7
2026-09-22,THAI TIGER,33.6
2026-09-22,THOR LEGEND,33.3
2026-09-22,THREE VOTES NICK,31.1
2026-09-22,TO PERU,27.5
2026-09-22,TOMMY MARRA,31.3
2026-09-22,TOUCH OF SIN,25.8
2026-09-22,TRENTINO,33.1
2026-09-22,TRIBAL ADVISOR,24.5
2026-09-22,TRICK,32.3
2026-09-22,TRICKY DISCO,33.2
2026-09-22,TRIMBOLE,32.8
2026-09-22,TROUBLESOME,35.3
2026-09-22,TURN UP TURBO,33.4
2026-09-22,TWICE THE IMPACT,27.3
2026-09-22,ULTIMO,35.6
2026-09-22,ULTRA PUB RUN,32.2
2026-09-22,UNCLE COLIN,31.5
2026-09-22,UNIVERSE,33.0
2026-09-22,URANA PUZZLED,26.2
2026-09-22,UTAH ICON,30.8
2026-09-22,VERA JAKIT,29.3
2026-09-22,WEBLEC VELVET,27.4
2026-09-22,WESTSIDE WIZARD,35.4
2026-09-22,WHAT CLASS,26.2
2026-09-22,WHAT ODDS BILLY,32.3
2026-09-22,WHY MUMMY,30.9
2026-09-22,WILE COYOTE,27.9
2026-09-22,WINSLOW WISH,25.6
2026-09-22,WINTER GOES,27.7
2026-09-22,WYONG KNOXVILLE,26.5
2026-09-22,YOUNG RUFUS,30.9
2026-09-22,ZAMBADA ICON,33.5
2026-09-22,ZELDA BRAGA,31.5
2026-09-22,ZENYATTA,28.5
2026-09-22,ZIPPING BERKELEY,27.3
2026-09-22,ZIPPING LILO,28.2
2026-09-22,ZIPPING UNA,31.1
