date,greyhound,weight_kg
2026-09-18,MY NAME'S EDEN,32.5
2026-09-18,MYSTERY NELL,26.5
2026-09-18,MYSTIC LULU,24.4
2026-09-18,NARINGAL LAD,33.5
2026-09-18,NEBULA BALE,29.9
2026-09-18,NEVER SURRENDER,31.5
2026-09-18,NIK INTENTION,27.5
2026-09-18,NOSEY BLUEY,33.5
2026-09-18,NOT SORRY,32.5
2026-09-18,NOVA ROSE,27.8
2026-09-18,ODDLY COOL,34.3
2026-09-18,OFF THE BEER,34.0
2026-09-18,OKAY BOSS,32.7
2026-09-18,OKLAHOMA BALE,32.2
2026-09-18,ON THE RIVER,34.8
2026-09-18,ONE FEATHER,26.9
2026-09-18,OPAWA EMILY,27.3
2026-09-18,OPAWA FANNIN,32.0
2026-09-18,OTTO ROSE,34.6
2026-09-18,OUR BANK,31.5
2026-09-18,OVERSTATED,33.1
2026-09-18,OZA AUDACITY,31.2
2026-09-18,OZA REIGN,24.5
2026-09-18,PADDY'S CHARIOT,32.9
2026-09-18,PADDY'S WAY,31.2
2026-09-18,PARTY AT NOON,35.9
2026-09-18,PARTY STEPS,37.7
2026-09-18,PATSY STONE,25.6
2026-09-18,PAW ALLESANDRA,27.3
2026-09-18,PAW AMARLI,27.7
2026-09-18,PAW BALLISTA,34.0
2026-09-18,PAW BRODY,33.8
2026-09-18,PAW CARVER,34.6
2026-09-18,PAW CHRISTIE,29.9
2026-09-18,PAW DROGO,31.6
2026-09-18,PAW ELODEE,27.6
2026-09-18,PAW ESTRELLA,28.4
2026-09-18,PAW FORRESTER,30.0
2026-09-18,PAW GERTRUDE,30.3
2026-09-18,PAW GORDY,34.6
2026-09-18,PAW GROWLITHE,32.7
2026-09-18,PAW HAZELTON,31.4
2026-09-18,PAW JAXSON,31.4
2026-09-18,PAW JESSABELLE,25.8
2026-09-18,PAW KABUTO,28.0
2026-09-18,PAW KATTIA,27.3
2026-09-18,PAW LAUI,32.7
2026-09-18,PAW LONNIE,33.6
2026-09-18,PAW LOVISA,25.7
2026-09-18,PAW NASCENT,26.6
2026-09-18,PAW NATULLO,31.6
2026-09-18,PAW NEBRASKA,24.6
2026-09-18,PAW NITRO,30.2
2026-09-18,PAW OLYMPUS,31.6
2026-09-18,PAW OSWALD,31.5
2026-09-18,PAW PALMER,34.0
2026-09-18,PAW PERLTA,27.4
2026-09-18,PAW QATAR,31.3
2026-09-18,PAW QUINBY,31.4
2026-09-18,PAW QWERTY,27.4
2026-09-18,PAW RAELIA,26.9
2026-09-18,PAW RAYNOR,33.4
2026-09-18,PAW REX,32.3
2026-09-18,PAW TREACLE,26.7
2026-09-18,PAW UMA,29.9
2026-09-18,PAW UNITY,22.7
2026-09-18,PAW URLA,29.4
2026-09-18,PAW VECNAR,31.1
2026-09-18,PAW VORTEX,31.2
2026-09-18,PAW WALDORF,32.1
2026-09-18,PAW WINDER,33.1
2026-09-18,PAW WONDER,30.2
2026-09-18,PAW XEROX,31.4
2026-09-18,PAW XHANI,25.9
2026-09-18,PAW YURI,30.5
2026-09-18,PAW ZEVON,32.5
2026-09-18,PAW ZILLIE,28.2
2026-09-18,PAW ZOHAN,30.3
2026-09-18,PAW ZURI,30.3
2026-09-18,PAY THE REG,24.3
2026-09-18,PEAKY COLLINDA,32.4
2026-09-18,PHOENIX RED,32.7
2026-09-18,PLAIN SAINT,33.9
2026-09-18,PLEASANT DREAMS,33.5
2026-09-18,POWDER DRY,34.1
2026-09-18,POWER SQUEEZE,32.6
2026-09-18,PRINCESS DOMI,26.6
2026-09-18,PUBLIC HOUSE,27.4
2026-09-18,PULLING DRAG,29.3
2026-09-18,QUEST FOR STYLE,27.8
2026-09-18,QUICK CUDDLE,31.2
2026-09-18,RACCOON MAYNE,28.1
2026-09-18,RATTLE AND HUM,37.2
2026-09-18,READY ONE,32.7
2026-09-18,REALITY EINSTEIN,33.8
2026-09-18,REALITY SECRET,27.7
2026-09-18,RECANTED,32.8
2026-09-18,REG,35.3
2026-09-18,REIKO COMET,29.8
2026-09-18,REIKO ZOOM,30.1
2026-09-18,RELAX MATE,34.0
2026-09-18,RELIABLE MOTOR,30.0
2026-09-18,REV IAN,34.5
2026-09-18,RHYTHMIC ENERGY,32.9
2026-09-18,RIGHT PATH,31.5
2026-09-18,RING,34.6
2026-09-18,RIPPER RAE,32.6
2026-09-18,RITA PAIGE,27.3
2026-09-18,ROARING ENGINE,31.8
2026-09-18,ROLLING EXPRESS,30.2
2026-09-18,RUBY'S SHOW,28.0
2026-09-18,RUNWAY BLUE,28.0
2026-09-18,SAFFRON MONSOON,26.4
2026-09-18,SAINT FINNIE,26.5
2026-09-18,SAINT RAINE,27.1
2026-09-18,SAINT TAY,28.2
2026-09-18,SCHEMING MCLEAN,33.0
2026-09-18,SCOTT ALIFEROUS,26.5
2026-09-18,SCOTT VICIOUS,30.3
2026-09-18,SEATS TWO,28.2
2026-09-18,SECRET BLISS,25.4
2026-09-18,SECRET JOKER,32.7
2026-09-18,SHADY LADY,27.1
2026-09-18,SHARAPOVA STAR,26.5
2026-09-18,SHE REACTS,24.8
2026-09-18,SHEIKH OF TWEAK,31.3
2026-09-18,SILENT KNIGHT,34.2
2026-09-18,SIN CITY NIGHTS,37.2
2026-09-18,SLAY,26.7
2026-09-18,SLICK NITRO,26.7
2026-09-18,SOLID GROOVE,32.2
2026-09-18,SOUTHERN STYLE,28.6
2026-09-18,SPECIAL TEAMS,26.7
2026-09-18,SPLENDID RAIN,28.5
2026-09-18,SPRING MILES,31.6
2026-09-18,SPRINGER'S BOY,33.2
2026-09-18,STIDHAM NEBRASKA,31.6
2026-09-18,STILL TALKIN',27.1
2026-09-18,STORM,27.8
2026-09-18,STRAWBERRY HILLS,28.5
2026-09-18,STREET LEGAL,31.4
2026-09-18,SUNNY STRIDE,34.2
2026-09-18,SUPER BATMAN,33.6
2026-09-18,SUPER TONE,36.2
2026-09-18,SWEET AS AVA,26.7
2026-09-18,TAKE A JAGUAR,33.3
2026-09-18,TANDANYA,32.3
2026-09-18,TEXAS PRESIDENT,34.6
2026-09-18,THAT'S MY BOY,28.6
2026-09-18,TOFFEE WAR,33.1
2026-09-18,TOMMY CRUISER,30.4
2026-09-18,TORNADO TESSA,26.9
2026-09-18,TRACK THIRTEEN,36.8
2026-09-18,TRAVIS INTENTION,35.3
2026-09-18,TRIPPED OUT,31.5
2026-09-18,TRISSA BALE,29.2
2026-09-18,TRUMPET TEARS,32.2
2026-09-18,ULENTA BALE,26.8
2026-09-18,URANA MUFFIN,25.7
2026-09-18,URBAN BITES,29.5
2026-09-18,VACATION CALLING,32.1
2026-09-18,VESTA BALE,28.0
2026-09-18,VIKING RULER,31.1
2026-09-18,WANBI,32.3
2026-09-18,WE CAN,30.1
2026-09-18,WEBLEC MEMPHIS,31.6
2026-09-18,WHERE'S MICK,31.1
2026-09-18,WHODAT JEWEL,26.6
2026-09-18,WHY NOT IRIS,28.8
2026-09-18,WHY NOT OLIVIA,28.2
2026-09-18,WHY NOT SEB,34.5
2026-09-18,WILBERT,30.6
2026-09-18,WILD SERENA,32.0
2026-09-18,WILDFIRE ROSE,24.8
2026-09-18,WINNING RATIO,36.3
2026-09-18,WYONG HOUSTON,26.0
2026-09-18,XARA NAVY,33.7
2026-09-18,YONDU BALE,35.3
2026-09-18,ZIPPING ANDORA,28.3
2026-09-18,ZIPPING SAUVAGE,28.5
2026-09-18,ZIPPING SCOOBY,33.4
2026-09-18,ZIPPING SMEE,32.9
2026-09-18,ZIPPING TESFAY,29.9
