date,greyhound,weight_kg
2026-09-20,DR. VIENNA,25.9
2026-09-20,DR. WARREN,36.0
2026-09-20,DR. XANTHIC,33.2
2026-09-20,DR. YORK,31.9
2026-09-20,DR. ZAIDEN,31.2
2026-09-20,DRAGON TRAIN,33.1
2026-09-20,EDIE MONSOON,28.1
2026-09-20,ELECTRA OPAL,26.5
2026-09-20,ELIJAH ROSE,33.9
2026-09-20,ELITE INTENTION,33.0
2026-09-20,ERASE AND REWIND,29.5
2026-09-20,EVIL EYE,35.2
2026-09-20,FERNLEY GIRL,28.7
2026-09-20,FIDDLES,29.9
2026-09-20,FLAMING FOX,31.2
2026-09-20,FLYWHEEL VIXEN,28.2
2026-09-20,FOXY BARBELLA,30.4
2026-09-20,FRANKIE'S ROCKET,30.6
2026-09-20,FULL NOISE,33.9
2026-09-20,GETTING NERVOUS,32.9
2026-09-20,GLOWING,29.8
2026-09-20,GOBLIN,25.9
2026-09-20,GOLD CLASS COOL,29.9
2026-09-20,GOLDEN ALLEGRA,27.7
2026-09-20,GOT A STAGE,33.8
2026-09-20,GUARDIAN,31.6
2026-09-20,GUNAI RAMBO,32.8
2026-09-20,HAPPY CHICK,26.0
2026-09-20,HAY RILEY,30.0
2026-09-20,HEAD HUNTER,33.3
2026-09-20,HEATHCOTE RUPEE,34.8
2026-09-20,HECTOR DARCY,36.0
2026-09-20,HER TWELVE STEP,28.5
2026-09-20,HI BIG BEN,32.1
2026-09-20,HIGH FIVE INDI,29.1
2026-09-20,HIGHLY CONNECTED,29.9
2026-09-20,HIJACK,32.0
2026-09-20,HONEST BEERS,25.2
2026-09-20,HOT MILO ROSE,34.0
2026-09-20,HURRIEDLY,34.7
2026-09-20,I'M EASY,34.5
2026-09-20,I'M MAVERICK,38.0
2026-09-20,IRINKA ASHLEY,30.9
2026-09-20,IRISH ZOE,30.7
2026-09-20,IT AND BIT,32.5
2026-09-20,IVORY INZAI,31.2
2026-09-20,IVORY MIHARA,26.9
2026-09-20,JACK HOOK,30.3
2026-09-20,JADED SMILE,27.5
2026-09-20,JILLIBY PIXIE,28.4
2026-09-20,JOEY,35.0
2026-09-20,JOROGUMO,33.7
2026-09-20,JUMBUK BAYEH,33.9
2026-09-20,JUMBUK FUNI,26.1
2026-09-20,JUMBUK SUGAR BUG,23.9
2026-09-20,JUMBUK WANG WANG,28.7
2026-09-20,JUST BREATHE,34.7
2026-09-20,KAIRANGA STORM,32.4
2026-09-20,KALIAHA'S KAOS,32.8
2026-09-20,KANE IT DIESEL,30.1
2026-09-20,KING OF CHAOS,32.6
2026-09-20,KISS FOR CASH,29.5
2026-09-20,KIWI GEORGE,35.2
2026-09-20,KIWI HENRY,34.6
2026-09-20,LADY GUNAI,27.6
2026-09-20,LADY MAPLE,26.6
2026-09-20,LAKEVIEW PEAR,31.3
2026-09-20,LAKEVIEW RUBBLE,31.0
2026-09-20,LAKEVIEW SNEAKY,35.5
2026-09-20,LITTLE BONT,30.5
2026-09-20,LITTLE RAT,22.0
2026-09-20,LOSE MY MIND,26.6
2026-09-20,LOUIE LOUIE,33.6
2026-09-20,LOW BLOCK,39.7
2026-09-20,LUCKY HARPER,31.0
2026-09-20,MABEL LEE ROSE,26.5
2026-09-20,MACKENZIE ROSE,27.1
2026-09-20,MAGIC BULLSEYE,30.7
2026-09-20,MAJOR ILLUSION,34.2
2026-09-20,MANIFESTO,28.3
2026-09-20,MARSHAL LEE ROSE,35.1
2026-09-20,MATCHBOX CYCLONE,33.5
2026-09-20,MATILDA ROSE,28.0
2026-09-20,MCCREERY,34.3
2026-09-20,MCKERCHER,30.9
2026-09-20,MEANINGFUL,25.9
2026-09-20,MEPUNGA GYPSY,25.4
2026-09-20,MIA INTENTION,27.8
2026-09-20,MIGHTY EAGLE,31.1
2026-09-20,MIGHTY MIKADO,34.0
2026-09-20,MILLY LILY,27.3
2026-09-20,MISS JECKELL,28.5
2026-09-20,MONUMENT,32.0
2026-09-20,MUM'S ENERGY,36.6
2026-09-20,MUMS PEARL,30.5
2026-09-20,MY MATE CHARLIE,30.5
2026-09-20,MYSTIC DANCER,28.4
2026-09-20,NANCY DEVERE,28.6
2026-09-20,NEGATIVE NIBBS,35.1
2026-09-20,NESHIA,26.8
2026-09-20,NIGHTTIME,31.8
2026-09-20,NO EXIT,37.4
2026-09-20,NOBLE SHADOW,33.4
2026-09-20,NONNA ROSE,28.3
2026-09-20,NOT PERFECT,35.3
2026-09-20,NOVA INTENTION,27.6
2026-09-20,OHTANI FORCE,33.6
2026-09-20,ONCE MORE,33.7
2026-09-20,ONE KNEE NONI,31.7
2026-09-20,ONE MORE DRAM,32.6
2026-09-20,OPALINA,27.4
2026-09-20,ORIENTAL ELECTRA,28.2
2026-09-20,PACKHAM UP,33.8
2026-09-20,PARUMBA JAZZMAN,35.8
2026-09-20,PAW AMALFI,27.6
2026-09-20,PAW BRUTUS,32.5
2026-09-20,PAW FORTRESS,40.1
2026-09-20,PAW GREGSON,35.5
2026-09-20,PAW IRULAN,26.7
2026-09-20,PAW MONET,27.3
2026-09-20,PAW ORENTHAL,34.1
2026-09-20,PAW TORONTO,32.6
2026-09-20,PAW VARNA,30.9
2026-09-20,PAW ZHANA,29.3
2026-09-20,PERFECT PICTURE,27.8
2026-09-20,PERIODICAL,31.6
2026-09-20,PHOENIX TAN,28.6
2026-09-20,PLAYBACK,33.6
2026-09-20,POINT BREAK,33.6
2026-09-20,POP'S BOY,36.0
2026-09-20,POTENT CREW,26.5
2026-09-20,POWER PLAY,32.4
2026-09-20,PREPARATION,24.9
2026-09-20,PRISTINE,25.8
2026-09-20,RAGING ELSA,27.9
2026-09-20,RATTLIN' BONES,32.0
2026-09-20,REAPER,37.5
2026-09-20,REGAL SPENCER,32.9
2026-09-20,REMARKS,30.0
2026-09-20,REV GORDON,39.1
2026-09-20,ROCKET SCIENCE,33.3
2026-09-20,SAFELY,25.3
2026-09-20,SAILAWAY GIN,28.2
2026-09-20,SAILPLANE,31.6
2026-09-20,SAINT FISHY,32.8
2026-09-20,SCOTT CHARISMA,28.0
2026-09-20,SCOTT GREYSCALE,31.0
2026-09-20,SCOTT SIGMA,27.6
2026-09-20,SCOUT ACE,28.2
2026-09-20,SHIMA BLUSH,34.2
2026-09-20,SIMPLY PETITE,26.6
2026-09-20,SLICK BADGER,35.4
2026-09-20,SLICK TILLY,25.2
2026-09-20,SMART ROSCOE,32.4
2026-09-20,SMILING LILY,26.3
2026-09-20,SODA BEN,33.0
2026-09-20,SODA TURKEY,26.7
2026-09-20,SOLO MAN,36.2
2026-09-20,SOUTH THAILAND,30.9
2026-09-20,SPIRALLING,34.0
2026-09-20,STAR NOTE,31.4
2026-09-20,STARBORN,35.9
2026-09-20,STIDHAM ARIZONA,27.6
2026-09-20,STILL A BELIEVER,30.3
2026-09-20,STOMPER ROMPER,30.8
2026-09-20,STORM COMING,32.0
2026-09-20,SUNNY LYN,29.5
2026-09-20,SURGE,32.2
2026-09-20,SWAYING,27.3
2026-09-20,TALLANGATTA,33.0
2026-09-20,TARBHACH,35.5
2026-09-20,THERMAL IGNITION,28.3
2026-09-20,TILLY GIRL,25.4
2026-09-20,TOP KADE,26.8
2026-09-20,TROPIC MAN,40.7
2026-09-20,TWO STAR MIKADO,25.7
2026-09-20,UNCLE STILTSKIN,33.3
2026-09-20,URANA PARALLAX,37.7
2026-09-20,URANA STORM,26.5
2026-09-20,VAPORIZE,33.6
2026-09-20,VICE LIKE GRIP,31.5
2026-09-20,VICKY'S FURY,23.4
2026-09-20,VICTORY BARRY,36.0
2026-09-20,WALTER WALRUS,36.4
2026-09-20,WANT SOME,30.7
2026-09-20,WARRIOR JACK,35.5
2026-09-20,WAVE IN SEA,35.7
2026-09-20,WAX OFF,33.8
2026-09-20,WHAT A WROUGHT,28.0
2026-09-20,WHOPPI DEVERE,29.9
2026-09-20,WILD ORANGE,38.1
2026-09-20,WORDS,28.4
2026-09-20,WYONG HOUSTON,26.2
2026-09-20,XARA'S KEITH,36.0
2026-09-20,YALE DEAN,38.6
2026-09-20,YALE TURN,38.8
2026-09-20,YORKSHIRE GIRL,28.1
2026-09-20,ZIPPI MUSTANG,26.0
2026-09-20,ZIPPING CHOI,30.6
2026-09-20,ZIPPING MEHARY,31.1
2026-09-20,ZIPPING NUTTALL,25.6
2026-09-20,ZIPPING POPYRIN,33.2
2026-09-20,ZIPPING SIGRID,27.4
