date,greyhound,weight_kg
2026-09-19,LAKEVIEW CHASER,31.0
2026-09-19,LAKEVIEW LIAM,35.9
2026-09-19,LAKEVIEW SKY,28.0
2026-09-19,LAKEVIEW TRACKER,33.3
2026-09-19,LEKTRA AELA,24.2
2026-09-19,LINDENOW BUSTER,34.5
2026-09-19,LITTLE AMIGO,33.8
2026-09-19,LITTLE BONT,30.5
2026-09-19,LITTLE RAT,22.0
2026-09-19,LITTLE WEASEL,26.3
2026-09-19,LIVIN' LAVISH,31.7
2026-09-19,LOCHINVAR THOR,34.3
2026-09-19,LOVE BUG GIBLET,28.5
2026-09-19,LOVE HURTS,32.3
2026-09-19,LOVELY LAINEY,26.9
2026-09-19,LUCKY LIMO,26.5
2026-09-19,LUCKY SPIN,33.3
2026-09-19,MADE EASY,31.7
2026-09-19,MANCHESTER TREV,33.1
2026-09-19,MANIFESTO,28.3
2026-09-19,MANTIS BALE,29.1
2026-09-19,MAXI GRIN,32.5
2026-09-19,MEANINGFUL,25.9
2026-09-19,MEPUNGA EXPRESS,31.3
2026-09-19,MEPUNGA GYPSY,25.4
2026-09-19,MEPUNGA PHANTOM,32.9
2026-09-19,MEPUNGA ZIRCON,33.8
2026-09-19,MEXICAN JACK,32.0
2026-09-19,MICHELIN GIBLET,31.9
2026-09-19,MIDNIGHT JED,32.6
2026-09-19,MIGHTY HEIGHTY,30.0
2026-09-19,MIKADO MANIA,28.6
2026-09-19,MINH TEDDY,35.3
2026-09-19,MINTER DELICIOUS,24.4
2026-09-19,MISS INDI BEAR,29.4
2026-09-19,MISS JECKELL,28.5
2026-09-19,MISTRESS GRACE,27.2
2026-09-19,MONELLI GIRL,26.8
2026-09-19,MONIQUE GIBLET,30.9
2026-09-19,MONUMENT,32.0
2026-09-19,MORE BEER PLEASE,31.5
2026-09-19,MOTHER GEORGIA,30.0
2026-09-19,MR. JONES,33.0
2026-09-19,MR. KIA ORA,34.9
2026-09-19,MUGSHOT,34.0
2026-09-19,MY AMBER,26.5
2026-09-19,MY MATE CHARLIE,30.5
2026-09-19,MY NAME'S EDEN,32.5
2026-09-19,MYSTERY NELL,26.5
2026-09-19,NANCY DEVERE,28.6
2026-09-19,NEVER SURRENDER,31.5
2026-09-19,NIK INTENTION,27.5
2026-09-19,NOT SORRY,32.5
2026-09-19,ODDLY COOL,34.3
2026-09-19,OFF THE BEER,34.0
2026-09-19,ON THE RIVER,34.8
2026-09-19,ONE MORE DRAM,32.6
2026-09-19,OTTO ROSE,34.6
2026-09-19,OVERSTATED,33.1
2026-09-19,OZA AUDACITY,31.2
2026-09-19,OZA REIGN,24.5
2026-09-19,PARTY AT NOON,35.9
2026-09-19,PARTY STEPS,37.7
2026-09-19,PATSY STONE,25.6
2026-09-19,PAW AMALFI,27.6
2026-09-19,PAW AMARLI,27.7
2026-09-19,PAW BALLISTA,34.0
2026-09-19,PAW BRODY,33.8
2026-09-19,PAW BRUTUS,32.5
2026-09-19,PAW CHRISTIE,29.9
2026-09-19,PAW ELODEE,27.6
2026-09-19,PAW FORRESTER,30.0
2026-09-19,PAW FORTRESS,40.1
2026-09-19,PAW GERTRUDE,30.3
2026-09-19,PAW GREGSON,35.5
2026-09-19,PAW GROWLITHE,32.7
2026-09-19,PAW IRULAN,26.7
2026-09-19,PAW KABUTO,28.0
2026-09-19,PAW LONNIE,33.6
2026-09-19,PAW MONET,27.3
2026-09-19,PAW NASCENT,26.6
2026-09-19,PAW NATULLO,31.6
2026-09-19,PAW NEBRASKA,24.6
2026-09-19,PAW NITRO,30.2
2026-09-19,PAW OLYMPUS,31.6
2026-09-19,PAW ORENTHAL,34.1
2026-09-19,PAW OSWALD,31.5
2026-09-19,PAW PERLTA,27.4
2026-09-19,PAW REX,32.3
2026-09-19,PAW TORONTO,32.6
2026-09-19,PAW TREACLE,26.7
2026-09-19,PAW UNITY,22.7
2026-09-19,PAW VARNA,30.9
2026-09-19,PAW VECNAR,31.1
2026-09-19,PAW WALDORF,32.1
2026-09-19,PAW WINDER,33.1
2026-09-19,PAW YURI,30.5
2026-09-19,PAW ZHANA,29.3
2026-09-19,PAW ZOHAN,30.3
2026-09-19,PAW ZURI,30.3
2026-09-19,PAY THE REG,24.3
2026-09-19,PEAKY COLLINDA,32.4
2026-09-19,PERFECT PICTURE,27.8
2026-09-19,POINT BREAK,33.6
2026-09-19,POWDER DRY,34.1
2026-09-19,PRINCESS DOMI,26.6
2026-09-19,PULLING DRAG,29.3
2026-09-19,QUEST FOR STYLE,27.8
2026-09-19,QUICK CUDDLE,31.2
2026-09-19,RACCOON MAYNE,28.1
2026-09-19,REALITY EINSTEIN,33.8
2026-09-19,REALITY SECRET,27.7
2026-09-19,RECANTED,32.8
2026-09-19,REGAL SPENCER,32.9
2026-09-19,REIKO ZOOM,30.1
2026-09-19,RELAX MATE,34.0
2026-09-19,REV GORDON,39.1
2026-09-19,RING,34.6
2026-09-19,RIPPER RAE,32.6
2026-09-19,ROLLING EXPRESS,30.2
2026-09-19,RUBY'S SHOW,28.0
2026-09-19,RUNWAY BLUE,28.0
2026-09-19,SAINT FISHY,32.8
2026-09-19,SCOTT ALIFEROUS,26.5
2026-09-19,SCOTT CHARISMA,28.0
2026-09-19,SCOTT GREYSCALE,31.0
2026-09-19,SECRET BLISS,25.4
2026-09-19,SECRET JOKER,32.7
2026-09-19,SHADY LADY,27.1
2026-09-19,SHARAPOVA STAR,26.5
2026-09-19,SHE REACTS,24.8
2026-09-19,SHIMA BLUSH,34.2
2026-09-19,SILENT KNIGHT,34.2
2026-09-19,SIN CITY NIGHTS,37.2
2026-09-19,SLAY,26.7
2026-09-19,SLICK BADGER,35.4
2026-09-19,SOLID GROOVE,32.2
2026-09-19,SOUTH THAILAND,30.9
2026-09-19,SOUTHERN STYLE,28.6
2026-09-19,SPECIAL TEAMS,26.7
2026-09-19,SPIRALLING,34.0
2026-09-19,SPLENDID RAIN,28.5
2026-09-19,SPRINGER'S BOY,33.2
2026-09-19,STAR NOTE,31.4
2026-09-19,STARBORN,35.9
2026-09-19,STIDHAM ARIZONA,27.6
2026-09-19,STILL TALKIN',27.1
2026-09-19,STORM,27.8
2026-09-19,STRAWBERRY HILLS,28.5
2026-09-19,STREET LEGAL,31.4
2026-09-19,SUNNY LYN,29.5
2026-09-19,SUNNY STRIDE,34.2
2026-09-19,SUPER BATMAN,33.6
2026-09-19,SUPER TONE,36.2
2026-09-19,SURGE,32.2
2026-09-19,SWAYING,27.3
2026-09-19,SWEET AS AVA,26.7
2026-09-19,TAKE A JAGUAR,33.3
2026-09-19,TALLANGATTA,33.0
2026-09-19,TARBHACH,35.5
2026-09-19,TEXAS PRESIDENT,34.6
2026-09-19,THAT'S MY BOY,28.6
2026-09-19,TOFFEE WAR,33.1
2026-09-19,TOMMY CRUISER,30.4
2026-09-19,TRACK THIRTEEN,36.8
2026-09-19,TRAVIS INTENTION,35.3
2026-09-19,TRIPPED OUT,31.5
2026-09-19,TRISSA BALE,29.2
2026-09-19,UNCLE STILTSKIN,33.3
2026-09-19,URANA MUFFIN,25.7
2026-09-19,URANA STORM,26.5
2026-09-19,URBAN BITES,29.5
2026-09-19,VICTORY BARRY,36.0
2026-09-19,VIKING RULER,31.1
2026-09-19,WANBI,32.3
2026-09-19,WAVE IN SEA,35.7
2026-09-19,WE CAN,30.1
2026-09-19,WHOPPI DEVERE,29.9
2026-09-19,WHY NOT IRIS,28.8
2026-09-19,WHY NOT OLIVIA,28.2
2026-09-19,WHY NOT SEB,34.5
2026-09-19,WILBERT,30.6
2026-09-19,WILD SERENA,32.0
2026-09-19,WYONG HOUSTON,26.2
2026-09-19,XARA'S KEITH,36.0
2026-09-19,YALE DEAN,38.6
2026-09-19,YALE TURN,38.8
2026-09-19,YONDU BALE,35.3
2026-09-19,ZIPPING MEHARY,31.1
2026-09-19,ZIPPING SAUVAGE,28.5
2026-09-19,ZIPPING SCOOBY,33.4
2026-09-19,ZIPPING SIGRID,27.4
2026-09-19,ZIPPING SMEE,32.9
