date,greyhound,weight_kg
2026-09-13,CUMULATE,34.1
2026-09-13,DAINTREE GAV,34.3
2026-09-13,DAINTREE MAGGIE,32.6
2026-09-13,DAINTREE RON,29.8
2026-09-13,DARING BANDIT,28.3
2026-09-13,DASH PARR,31.5
2026-09-13,DERRY,33.9
2026-09-13,DIRTY FERNANDO,32.7
2026-09-13,DIVOT,31.1
2026-09-13,DR. AURORA,28.7
2026-09-13,DR. AXEL,33.3
2026-09-13,DR. BURMA,25.2
2026-09-13,DR. DOLORES,26.3
2026-09-13,DR. EXCLAIM,37.3
2026-09-13,DR. FALLON,28.0
2026-09-13,DR. FANATICAL,37.9
2026-09-13,DR. LEVIATE,28.4
2026-09-13,DR. LOUIS,31.9
2026-09-13,DR. ODIN,33.2
2026-09-13,DR. POSEIDON,30.6
2026-09-13,DR. TANYA,25.8
2026-09-13,DR. WARREN,36.1
2026-09-13,DR. YORK,31.5
2026-09-13,DR. ZAIDEN,31.4
2026-09-13,DUNDEE SKYE,28.6
2026-09-13,ELECTRA OPAL,26.4
2026-09-13,ELECTROJET,32.7
2026-09-13,ELITE INTENTION,33.0
2026-09-13,ENGELKE ROAD,32.8
2026-09-13,ESPECIAL KAI,32.4
2026-09-13,ESPOIR,25.8
2026-09-13,EVENTUATE,25.8
2026-09-13,EVIL EYE,35.0
2026-09-13,EXTREMITY,34.1
2026-09-13,FAST REPLY,37.6
2026-09-13,FERNLEY GIRL,28.1
2026-09-13,FLASH OF GENIUS,32.8
2026-09-13,FLYING ROYCE,34.8
2026-09-13,FLYWHEEL JESS,25.7
2026-09-13,FOXY BARBELLA,30.4
2026-09-13,FURIOUS FALCON,32.7
2026-09-13,GALLEYWOOD,39.4
2026-09-13,GLOWING,29.9
2026-09-13,GO FISH,33.5
2026-09-13,GOBLIN,26.1
2026-09-13,GOLD CLASS COOL,29.9
2026-09-13,GOOD ODDS ROCKY,35.9
2026-09-13,GORRINGE,30.6
2026-09-13,GUNAI RAMBO,32.7
2026-09-13,HABITAT,26.2
2026-09-13,HAMMER ROSE,31.4
2026-09-13,HAPPY BUDDHA,32.6
2026-09-13,HAPPY CHICK,26.5
2026-09-13,HAY RILEY,30.0
2026-09-13,HE'S MAGIC,29.1
2026-09-13,HECTOR DARCY,36.3
2026-09-13,HER TWELVE STEP,28.7
2026-09-13,HIGH FIVE INDI,29.1
2026-09-13,HOLLY ROSE,28.0
2026-09-13,HOT SUMMER SKY,28.0
2026-09-13,HOUSE OF SINS,35.9
2026-09-13,IMAGINATION,38.6
2026-09-13,IMPETUOUSLY,29.1
2026-09-13,IT'S A CHAPPLE,29.4
2026-09-13,IVORY INZAI,31.5
2026-09-13,IVORY MIHARA,27.0
2026-09-13,JET SPRINT,37.2
2026-09-13,JETTY JUMPER,38.0
2026-09-13,JOEY THE JET,35.9
2026-09-13,JOROGUMO,33.5
2026-09-13,JUMBUK FUNI,26.0
2026-09-13,JUMBUK WANG WANG,28.8
2026-09-13,JUST BREATHE,34.1
2026-09-13,JUST THIRTY DAYS,34.0
2026-09-13,KISS FOR CASH,29.4
2026-09-13,KOBE ROSE,36.9
2026-09-13,LACRIMAL,31.4
2026-09-13,LADY GUNAI,28.2
2026-09-13,LAKEVIEW IAN,35.6
2026-09-13,LAKEVIEW LIAM,35.9
2026-09-13,LAKEVIEW SKY,28.3
2026-09-13,LAKEVIEW SNEAKY,36.1
2026-09-13,LAKEVIEW TRACKER,33.5
2026-09-13,LIES YOU SOLD,33.6
2026-09-13,LILLY ZOOM,27.1
2026-09-13,LILY PIG,28.6
2026-09-13,LITTLE WEASEL,26.3
2026-09-13,LOCO BOOM,31.7
2026-09-13,LOUD MOUTH LOUIE,33.9
2026-09-13,LOUIE LOUIE,33.6
2026-09-13,LUMBAR,26.1
2026-09-13,MABEL LEE ROSE,26.6
2026-09-13,MACKENZIE ROSE,27.2
2026-09-13,MAD HATTER ROSE,28.6
2026-09-13,MADAM SERIOUS,30.2
2026-09-13,MAGIC LOKI,33.4
2026-09-13,MAJOR ILLUSION,33.9
2026-09-13,MALAKAI ROSE,33.9
2026-09-13,MANIFESTO,28.5
2026-09-13,MATILDA ROSE,27.8
2026-09-13,MAX PEARL,30.4
2026-09-13,MAXIMUM PENALTY,29.8
2026-09-13,MEANINGFUL,25.8
2026-09-13,MELVIN BALE,31.4
2026-09-13,MEPUNGA DONNA,29.0
2026-09-13,MEPUNGA LARA,27.0
2026-09-13,MEPUNGA SUMMIT,31.7
2026-09-13,MIDNIGHT TEARS,27.2
2026-09-13,MIGHTY MIKADO,33.7
2026-09-13,MILE A MINUTE,36.7
2026-09-13,MISTER RICO,33.3
2026-09-13,MOSI,35.4
2026-09-13,MR. PRESIDENT,35.9
2026-09-13,MRS. CHIVES,26.2
2026-09-13,MUMS PEARL,30.5
2026-09-13,MY MATE LEO,32.6
2026-09-13,MY MIRROR QUEEN,27.4
2026-09-13,MYSTIC DANCER,28.4
2026-09-13,NEGATIVE NIBBS,34.9
2026-09-13,NO EXIT,37.4
2026-09-13,NOT PERFECT,35.3
2026-09-13,O'KEEFE,33.3
2026-09-13,ODDLY COOL,34.5
2026-09-13,OKLAHOMA BALE,31.9
2026-09-13,OLD HABITS,33.7
2026-09-13,OMEGA KIANNA,24.3
2026-09-13,ONE KNEE NONI,31.9
2026-09-13,ONE MORE DRAM,32.2
2026-09-13,PATRIOT BURST,33.9
2026-09-13,PATTY BOUVIER,25.2
2026-09-13,PAW ALLESANDRA,27.4
2026-09-13,PAW BRUTUS,32.5
2026-09-13,PAW FABIAN,31.7
2026-09-13,PAW GORDY,34.5
2026-09-13,PAW HADES,31.5
2026-09-13,PAW INGRID,27.4
2026-09-13,PAW ISLA,28.7
2026-09-13,PAW JANNY,24.7
2026-09-13,PAW JELANI,33.2
2026-09-13,PAW MADDISON,24.6
2026-09-13,PAW ORENTHAL,34.0
2026-09-13,PAW QUIVER,35.1
2026-09-13,PAW TORONTO,32.9
2026-09-13,PAW VARNA,30.9
2026-09-13,PAW VINCE,30.4
2026-09-13,PAW WALDO,34.4
2026-09-13,PAW ZENITH,33.0
2026-09-13,PAW ZHANA,29.3
2026-09-13,PERIODICAL,31.7
2026-09-13,PETALI,30.3
2026-09-13,PLEASANT DREAMS,33.5
2026-09-13,PORANGI MOOSE,31.8
2026-09-13,POWER EDITION,32.7
2026-09-13,RAGING ELSA,28.3
2026-09-13,RAGING STORM,32.8
2026-09-13,REGAL SPENCER,32.9
2026-09-13,RELATABLE,37.6
2026-09-13,REMARKS,29.9
2026-09-13,REV GORDON,38.9
2026-09-13,REV IAN,34.5
2026-09-13,RIGHT PATH,31.8
2026-09-13,RING,34.7
2026-09-13,ROADS END,32.2
2026-09-13,ROARING ENGINE,31.9
2026-09-13,ROCKET SCIENCE,33.1
2026-09-13,ROYCE VAN WINKLE,31.8
2026-09-13,RUNWAY BLUE,28.1
2026-09-13,SAFFRON MONSOON,26.0
2026-09-13,SAILAWAY GIN,28.4
2026-09-13,SANDY MIKADO,26.3
2026-09-13,SANTANA BOY,35.0
2026-09-13,SCOTT GNARLY,28.3
2026-09-13,SCOTT GREYSCALE,31.0
2026-09-13,SCOTT IMPOSTER,31.3
2026-09-13,SCOUT ACE,28.3
2026-09-13,SECRET'S FREE,27.3
2026-09-13,SHIMA BLUSH,33.8
2026-09-13,SKI BOOTS,35.5
2026-09-13,SLICK NITRO,26.8
2026-09-13,SMART AS YOU,36.4
2026-09-13,SMART ROSCOE,32.4
2026-09-13,SMILING LILY,26.2
2026-09-13,SPIRALLING,34.1
2026-09-13,SPRING MILES,31.9
2026-09-13,STARLET BALE,27.7
2026-09-13,STARTING OUT,33.5
2026-09-13,STIDHAM NEBRASKA,31.4
2026-09-13,STORM BREWING,26.2
2026-09-13,STREET LEGAL,31.1
2026-09-13,SUMMER KOBIE,33.4
2026-09-13,TAILS OF TERROR,26.4
2026-09-13,TAKE HIS CASH,30.6
2026-09-13,TARBHACH,35.8
2026-09-13,TREBLE BEERS,33.1
2026-09-13,TROPIC MAN,40.5
2026-09-13,UNCLE STILTSKIN,33.2
2026-09-13,URANA ORBIT,34.5
2026-09-13,VALENZUELA,35.2
2026-09-13,VESTA BALE,27.8
2026-09-13,VODKA AND ICE,31.5
2026-09-13,WANT SOME,30.7
2026-09-13,WAX OFF,33.8
2026-09-13,WEBLEC JOEL,31.0
2026-09-13,WHISKEY WHISKERS,34.7
2026-09-13,WHY NOT IRIS,28.4
2026-09-13,WHY NOT OLIVIA,28.0
2026-09-13,WYONG HOUSTON,26.2
2026-09-13,XARA NAVY,33.7
2026-09-13,XARA'S KEITH,35.7
2026-09-13,XARA'S LEON,36.2
2026-09-13,YALE DEAN,38.2
2026-09-13,ZIPPING ANDORA,28.3
2026-09-13,ZIPPING KOSTER,28.6
2026-09-13,ZIPPING NUTTALL,25.3
2026-09-13,ZIPPING SANDCHEZ,33.8
2026-09-13,ZIPPING SINGH,33.8
