date,greyhound,weight_kg
2026-09-21,DR. EXCLAIM,37.1
2026-09-21,DR. FANATICAL,37.9
2026-09-21,DR. HOPPER,40.5
2026-09-21,DR. LEVIATE,28.5
2026-09-21,DR. NAKITA,25.9
2026-09-21,DR. ODIN,33.0
2026-09-21,DR. POSEIDON,30.8
2026-09-21,DR. TRACIE,26.2
2026-09-21,DR. ULMA,27.1
2026-09-21,DR. VIENNA,25.9
2026-09-21,DR. WARREN,36.0
2026-09-21,DR. XANTHIC,33.2
2026-09-21,DR. YORK,31.9
2026-09-21,DR. ZAIDEN,31.2
2026-09-21,DRAGON TRAIN,33.1
2026-09-21,DROP FIFTY,34.6
2026-09-21,EL ROJO ROCK,31.3
2026-09-21,ELECTRA OPAL,26.5
2026-09-21,ELIJAH ROSE,33.9
2026-09-21,ELITE INTENTION,33.0
2026-09-21,ELSWYK SID,35.3
2026-09-21,ENERGISER DASH,28.4
2026-09-21,ENERGY KISS,30.1
2026-09-21,ERASE AND REWIND,29.5
2026-09-21,ESPECIAL HUGO,35.6
2026-09-21,ESPECIAL KAI,32.3
2026-09-21,EVENTFUL DASH,28.1
2026-09-21,EVIL EYE,35.2
2026-09-21,EXAGGERATOR,34.4
2026-09-21,EXCITABLE DASH,26.7
2026-09-21,FENDI EXPRESS,32.8
2026-09-21,FERNLEY GIRL,28.7
2026-09-21,FERRET'S KNOCK,26.9
2026-09-21,FIDDLES,29.9
2026-09-21,FIESTA BELLE,25.5
2026-09-21,FLAMING FOX,31.2
2026-09-21,FLEX FACTOR,31.4
2026-09-21,FLYING BOLD,25.2
2026-09-21,FLYING BOSS,24.8
2026-09-21,FLYWHEEL VIXEN,28.2
2026-09-21,FRANKIE'S ROCKET,30.6
2026-09-21,FRENCH BLONDE,27.7
2026-09-21,FULL BORE BUSTER,31.6
2026-09-21,FULL NOISE,33.9
2026-09-21,FURY'S RAGE,34.1
2026-09-21,GARNET GLOW,28.8
2026-09-21,GEORGIE SUNSHINE,29.4
2026-09-21,GETTING NERVOUS,32.9
2026-09-21,GLOWING,29.8
2026-09-21,GO BARBARA,26.8
2026-09-21,GOBLIN,25.9
2026-09-21,GOLD HARADA,34.9
2026-09-21,GOLD STRIPES,32.0
2026-09-21,GOLDEN ALLEGRA,27.7
2026-09-21,GORRINGE,30.5
2026-09-21,GOT A MESSAGE,30.9
2026-09-21,GOT A RUSTLER,36.7
2026-09-21,GOT A STAGE,33.8
2026-09-21,GRAB A DONUT,32.3
2026-09-21,GRAPEFRUIT TITO,36.0
2026-09-21,GUARDIAN,31.6
2026-09-21,GUNAI GAGA,27.0
2026-09-21,GUNAI HURRICANE,32.0
2026-09-21,GUNAI RAMBO,32.8
2026-09-21,HADAR JAY,29.4
2026-09-21,HANDSOME RATIO,35.3
2026-09-21,HAPPY CHICK,26.0
2026-09-21,HARTLAND WILLOW,27.3
2026-09-21,HAY RILEY,30.0
2026-09-21,HE'S MAGIC,29.2
2026-09-21,HEAD HUNTER,33.3
2026-09-21,HELLO SYDNEY,26.4
2026-09-21,HER TWELVE STEP,28.5
2026-09-21,HI BIG BEN,32.1
2026-09-21,HIJACK,32.0
2026-09-21,HOLDEN BALE,33.7
2026-09-21,HOT MILO ROSE,34.0
2026-09-21,HOUSE OF SINS,35.9
2026-09-21,I'M EASY,34.5
2026-09-21,I'M MAVERICK,38.0
2026-09-21,INGA AMY,27.4
2026-09-21,INGA JOKER,30.9
2026-09-21,IRINKA ASHLEY,30.9
2026-09-21,IRON MACK,29.6
2026-09-21,IT AND BIT,32.5
2026-09-21,IT'S SOYSAGES,31.8
2026-09-21,IVORY INZAI,31.2
2026-09-21,IVORY PANKE,25.1
2026-09-21,JACK HOOK,30.3
2026-09-21,JADED SMILE,27.5
2026-09-21,JETSTREAM ICON,32.6
2026-09-21,JOEY,35.0
2026-09-21,JUMBUK BAYEH,33.9
2026-09-21,JUMBUK FUNI,26.1
2026-09-21,JUMBUK SUGAR BUG,23.9
2026-09-21,JUMBUK WANG WANG,28.7
2026-09-21,JUNGLE FIREBALL,35.5
2026-09-21,JUST BREATHE,34.7
2026-09-21,KAIRANGA STORM,32.4
2026-09-21,KALIAHA'S KAOS,32.8
2026-09-21,KALUNA CHAOS,35.1
2026-09-21,KANE IT DIESEL,30.1
2026-09-21,KEEN ON KEV,33.0
2026-09-21,KIWI GEORGE,35.2
2026-09-21,KIWI HENRY,34.6
2026-09-21,KRAKEN RIPPER,31.5
2026-09-21,KUNAMA NAMADGI,26.4
2026-09-21,LADY GUNAI,27.6
2026-09-21,LADY MAPLE,26.6
2026-09-21,LAKEVIEW PEAR,31.3
2026-09-21,LAKEVIEW RUBBLE,31.0
2026-09-21,LAKEVIEW SNEAKY,35.5
2026-09-21,LAMIA NONNA MIM,29.1
2026-09-21,LEKTRA HARMONY,29.1
2026-09-21,LEKTRA HOPPER,32.6
2026-09-21,LILAH RAINBOW,27.9
2026-09-21,LILLY'S WISH,23.4
2026-09-21,LINDENOW BUFFY,27.3
2026-09-21,LITTLE WEASEL,26.7
2026-09-21,LOCO BOOM,31.4
2026-09-21,LOSE MY MIND,26.6
2026-09-21,LOUIE LOUIE,33.6
2026-09-21,LOW BLOCK,39.7
2026-09-21,LUCKY HARPER,31.0
2026-09-21,LUSH HOUR,29.2
2026-09-21,MABEL LEE ROSE,26.5
2026-09-21,MACKENZIE ROSE,27.1
2026-09-21,MAGIC BULLSEYE,30.7
2026-09-21,MAJOR ILLUSION,34.2
2026-09-21,MANA'S WAY,30.9
2026-09-21,MARSHAL LEE ROSE,35.1
2026-09-21,MASTER WOODS,30.9
2026-09-21,MATCHBOX CYCLONE,33.5
2026-09-21,MATILDA ROSE,28.0
2026-09-21,MCCREERY,34.3
2026-09-21,MCKERCHER,30.9
2026-09-21,MEPUNGA SANDY,27.8
2026-09-21,MIA INTENTION,27.8
2026-09-21,MICK SWAGGER,28.5
2026-09-21,MIGHTY EAGLE,31.1
2026-09-21,MIGHTY MIKADO,34.0
2026-09-21,MILLY LILY,27.3
2026-09-21,MISS COCO,28.7
2026-09-21,MISS IRENE,27.7
2026-09-21,MISS JAZZ,25.6
2026-09-21,MISS MAXIMUS,28.4
2026-09-21,MISS RODRIGO,29.4
2026-09-21,MISS SPARKLES,28.2
2026-09-21,MOMENT,28.6
2026-09-21,MOONLIGHT JAZZ,26.6
2026-09-21,MORAINE DAMIAN,33.0
2026-09-21,MORAINE GRACE,27.8
2026-09-21,MORAINE QUINN,27.5
2026-09-21,MORAINE TREVOR,31.3
2026-09-21,MUM'S ENERGY,36.6
2026-09-21,MUMS PEARL,30.5
2026-09-21,MY MARGOT,28.7
2026-09-21,MY NAME'S EVELYN,27.7
2026-09-21,MYSTIC DANCER,28.4
2026-09-21,NALA'S MANTIS,25.7
2026-09-21,NAVY DAVIES,32.8
2026-09-21,NEGATIVE NIBBS,35.1
2026-09-21,NESHIA,26.8
2026-09-21,NIGHTTIME,31.8
2026-09-21,NO EXIT,37.4
2026-09-21,NO STOP SIGNS,34.7
2026-09-21,NOBLE SHADOW,33.4
2026-09-21,NONNA ROSE,28.3
2026-09-21,NORTON BALE,30.1
2026-09-21,NOSEY BLUEY,33.2
2026-09-21,NOT PERFECT,35.3
2026-09-21,NOVA INTENTION,27.6
2026-09-21,NUNNIONG GOLD,25.9
2026-09-21,OHTANI FORCE,33.6
2026-09-21,ONCE MORE,33.7
2026-09-21,ONE KNEE NONI,31.7
2026-09-21,ONE MORE DRAM,32.5
2026-09-21,ONE SUGAR,27.9
2026-09-21,OPALINA,27.4
2026-09-21,OPAWA ELVIS,31.4
2026-09-21,ORANGE CRUSH,37.0
2026-09-21,ORIENTAL ELECTRA,28.2
2026-09-21,OUR BANK,31.4
2026-09-21,OUR MISS MAGGIE,28.6
2026-09-21,PACKHAM UP,33.8
2026-09-21,PARUMBA JAZZMAN,35.8
2026-09-21,PAW ARCHIE,31.4
2026-09-21,PAW GEORGIE,29.7
2026-09-21,PAW IOWA,31.5
2026-09-21,PAW IROHA,29.5
2026-09-21,PAW JAXSON,31.6
2026-09-21,PAW KATTIA,27.4
2026-09-21,PAW LONDON,25.7
2026-09-21,PAW MADDISON,24.5
2026-09-21,PAW MURBELLA,28.1
2026-09-21,PAW NIMBUS,35.3
2026-09-21,PAW NORBERT,36.4
2026-09-21,PAW OLENA,26.7
2026-09-21,PAW PASCAL,36.4
2026-09-21,PAW QUADE,26.7
2026-09-21,PAW QUANDA,27.9
2026-09-21,PAW QUINTESSA,27.1
2026-09-21,PAW QUIVER,34.8
2026-09-21,PAW RAMELLO,27.3
2026-09-21,PAW SAUNDRA,28.6
2026-09-21,PAW UCARTY,30.6
2026-09-21,PAW UNITY,22.7
2026-09-21,PAW VOLTRON,30.1
2026-09-21,PAW WALDORF,32.4
2026-09-21,PAW WANDA,27.0
2026-09-21,PAW WARRINGAH,29.2
2026-09-21,PAW WONDER,30.2
2026-09-21,PAW XANTHIE,26.4
2026-09-21,PAW ZENITH,33.3
2026-09-21,PAY UP SALLY,29.4
2026-09-21,PEAKY AVENGER,27.5
2026-09-21,PENNY PINTO,25.2
2026-09-21,PERFECT TONIGHT,29.5
2026-09-21,PERIODICAL,31.6
2026-09-21,PHOENIX TAN,28.6
2026-09-21,PIECE OF ME,27.1
2026-09-21,PLAIN SAINT,34.2
2026-09-21,PLAYBACK,33.6
2026-09-21,POINT MAN,33.8
2026-09-21,POP IT UP,25.9
2026-09-21,POP'S BOY,36.0
2026-09-21,POTENT CREW,26.5
2026-09-21,POWER PLAY,32.4
2026-09-21,PRAWN AND ORDER,28.0
2026-09-21,PREPARATION,24.9
2026-09-21,PRINCE VALHALLA,32.1
2026-09-21,PRISTINE,25.8
2026-09-21,PROFESSOR MAUI,31.2
2026-09-21,QUICK SHOT,29.8
2026-09-21,RAGING ELSA,27.9
2026-09-21,RAKIN' IT IN,33.4
2026-09-21,RAPIDO NINJA,33.7
2026-09-21,RATTLIN' BONES,32.0
2026-09-21,REAPER,37.5
2026-09-21,REMARKS,30.0
2026-09-21,REV IAN,34.2
2026-09-21,RITA SKEETER,29.0
2026-09-21,RIVERS MEET,31.4
2026-09-21,ROAR OF THUNDER,35.2
2026-09-21,ROCKET SCIENCE,33.3
2026-09-21,ROMANI ROAD,26.8
2026-09-21,RUPEE ACTION,36.0
2026-09-21,SACRUM,26.2
2026-09-21,SAFELY,25.3
2026-09-21,SAFFRON MONSOON,26.6
2026-09-21,SAILAWAY GIN,28.2
2026-09-21,SAILPLANE,31.6
2026-09-21,SAINT JADE,27.2
2026-09-21,SAINT MICK,31.4
2026-09-21,SAINT RAINE,27.4
2026-09-21,SCHEMING MCLEAN,32.9
2026-09-21,SCOTT SIGMA,27.6
2026-09-21,SCOTT VICIOUS,30.5
2026-09-21,SCOUT ACE,28.2
2026-09-21,SHADOW ROAD,27.2
2026-09-21,SHAGGY BILLIE,25.5
2026-09-21,SHOOTERS PROJECT,32.8
2026-09-21,SIMPLY JUAN,22.1
2026-09-21,SIMPLY PETITE,26.6
2026-09-21,SIR STARBUCK,33.5
2026-09-21,SLICK TILLY,25.2
2026-09-21,SMALLER ACTS,40.2
2026-09-21,SMART AS ROSE,28.2
2026-09-21,SMART ROSCOE,32.4
2026-09-21,SMILING LILY,26.3
2026-09-21,SODA BEN,33.0
2026-09-21,SODA TURKEY,26.7
2026-09-21,SOLO MAN,36.2
2026-09-21,STAR FURY,32.2
2026-09-21,STARBRIGHT HUD,28.3
2026-09-21,STARLET BALE,27.5
2026-09-21,STILL A BELIEVER,30.3
2026-09-21,STIPULATED,21.9
2026-09-21,STOMPER ROMPER,30.8
2026-09-21,STORM COMING,32.0
2026-09-21,SUPER SAM,31.6
2026-09-21,SWEET I AM,30.9
2026-09-21,TAT LEAH,31.7
2026-09-21,TEQUILA SPICE,23.8
2026-09-21,THAI TIGER,33.6
2026-09-21,THERMAL IGNITION,28.3
2026-09-21,TILLY GIRL,25.4
2026-09-21,TO PERU,27.5
2026-09-21,TOMMY MARRA,31.3
2026-09-21,TOP KADE,26.8
2026-09-21,TOUCH OF SIN,25.8
2026-09-21,TRENTINO,33.1
2026-09-21,TRIBAL ADVISOR,24.5
2026-09-21,TROPIC MAN,40.7
2026-09-21,TROUBLESOME,35.3
2026-09-21,TURN UP TURBO,33.4
2026-09-21,TWO STAR MIKADO,25.7
2026-09-21,ULTIMO,35.6
2026-09-21,ULTRA PUB RUN,32.2
2026-09-21,UNCLE COLIN,31.5
2026-09-21,UNIVERSE,33.0
2026-09-21,URANA PARALLAX,37.7
2026-09-21,UTAH ICON,30.8
2026-09-21,VAPORIZE,33.6
2026-09-21,VERA JAKIT,29.3
2026-09-21,VICE LIKE GRIP,31.5
2026-09-21,VICKY'S FURY,23.4
2026-09-21,WALTER WALRUS,36.4
2026-09-21,WANT SOME,30.7
2026-09-21,WARRIOR JACK,35.5
2026-09-21,WAX OFF,33.8
2026-09-21,WHAT A WROUGHT,28.0
2026-09-21,WHAT CLASS,26.2
2026-09-21,WHAT ODDS BILLY,32.3
2026-09-21,WHY MUMMY,30.9
2026-09-21,WILD ORANGE,38.1
2026-09-21,WILE COYOTE,27.9
2026-09-21,WINSLOW WISH,25.6
2026-09-21,WINTER GOES,27.7
2026-09-21,WORDS,28.4
2026-09-21,WYONG KNOXVILLE,26.5
2026-09-21,YORKSHIRE GIRL,28.1
2026-09-21,YOUNG RUFUS,30.9
2026-09-21,ZAMBADA ICON,33.5
2026-09-21,ZELDA BRAGA,31.5
2026-09-21,ZENYATTA,28.5
2026-09-21,ZIPPI MUSTANG,26.0
2026-09-21,ZIPPING CHOI,30.6
2026-09-21,ZIPPING NUTTALL,25.6
2026-09-21,ZIPPING POPYRIN,33.2
2026-09-21,ZIPPING UNA,31.1
